patent_number,patent_date,patent_num_combined_citations,patent_kind,patent_abstract,patent_id
10296367,2019-05-21,48,B2,A system receives a request to deploy a virtual machine on a node from a plurality of nodes running a plurality of virtual machines in a cloud computing system. The system selects one of the plurality of nodes having a hard disk drive (HDD) input output operations per second (IOPS) value less than an observed HDD IOPS value for the plurality of nodes running the plurality of virtual machines. The system receives a predicted HDD IOPS value for the virtual machine and determines a new HDD IOPS value for the selected node based on the HDD IOPS value for the selected node and the predicted HDD IOPS value for the virtual machine. The system instantiates the virtual machine on the selected node when the new HDD IOPS value for the selected node is less than or equal to the observed HDD IOPS value for the plurality of nodes.,10296367
10298621,2019-05-21,2,B2,"A method includes acts for establishing a subscription for an entity. The method includes receiving, at a cloud service provider, a request from an entity to establish a subscription. The request includes credentials for the entity that are not proper credentials for an organization associated with the entity that the entity should use to access services for the organization. The method further includes performing a corrective action based on detecting one or more factors to determine that the entity is associated with the organization. The method further includes providing services based on the corrective action.",10298621
10303649,2019-05-28,19,B2,"A storage abstraction system is described herein that exposes storage from an operating system as a uniform storage device and abstracts from applications the selection of a particular storage location and different properties of storage devices. The application provides the data to store and some information about the application's goals for storing the data, and lets the operating system route the data to the right place based on the data's characteristics. The operating system may choose to store data anywhere from L2 cache to a cloud-based storage service and anything in between, based on information about the data's persistence requirements, expected usage, access frequency, security needs, and so forth. The system lets applications and users focus on expressing their goals and needs for the data, and lets the operating system manage the hardware.",10303649
10305861,2019-05-28,34,B2,"A method and proxy device for cross-tenant data leakage isolation in a multi-tenant database are provided. The method includes monitoring, by a proxy device, traffic flows between a server executing at least one cloud-based application and the multi-tenant database, wherein the proxy device is communicatively connected between the server and the multi-tenant database; capturing, by the proxy device, at least a request to access the multi-tenant database, wherein the request is communicated using a database-specific protocol; analyzing the request to determine if the request is legitimate; upon determining that the request is not legitimate, modifying the request to point to a global-tenant table and to designate a unique tenant identifier, wherein the unique tenant identifier corresponds to a tenant-specific table name designated in the global-tenant table; and sending the modified request to the multi-tenant database using the database-specific protocol.",10305861
10305986,2019-05-28,13,B2,A cloud-based storage service hosts content information that may be accessed by client machines in a peer-to-peer network. The content information is a compact representation of the content which is stored outside of the cloud-based storage service. The cloud-based storage service generates the content information and a content information hash. The content information hash is used to validate the content information when the content information is downloaded to the peer-to-peer network. The cloud-based storage service also generates metadata that describes the content information so that a client machine in the peer-to-peer network may access the content information from the cloud-based storage service.,10305986
10313967,2019-06-04,11,B2,"A base station utilizes duty cycle requirements of each of multiple base station components to efficiently consume power. The base station may include a synchronization module that allows the base station to send collected data from a cache to a gateway, which then, sends it up to the cloud. The base station may also include a sensor connectivity module that establishes a connection between the base station and data collecting devices deployed to collect data for storage in the cache. A base station controller serves as the cache for the data collected by the sensor module and sends the data to the gateway for synchronization in the cloud using the synchronization module. A base station controller determines/coordinates the duty cycle of the sensor connectivity module and synchronization module in a power efficient way depending on the current power available to the base station, network needs, and the weather conditions.",10313967
10320572,2019-06-11,24,B2,"The techniques described herein facilitate scope-based certificate deployment for secure dedicated tenant access in multi-tenant, cloud-based content and collaboration environments. In some embodiments, a method is described that includes receiving an incoming authentication request from an access system, wherein the authentication request includes metadata, extracting the metadata from the authentication request, and processing the metadata to identify a tenant corresponding to the request. A tenant-specific certificate associated with the tenant is then accessed and provided to the access system for validation by a third-party certificate authority.",10320572
10320844,2019-06-11,35,B2,"Allowing an entity managed device to access a tenant associated with the e on a public cloud service while preventing the device from accessing one or more other tenants on the cloud service. A method includes, at the cloud service, obtaining policy from the entity with respect to tenant access. The method further includes, at the cloud service, receiving a request from the entity managed device to access a tenant at the cloud service. The method further includes granting or denying the access request based on the policy obtained from the entity.",10320844
10320897,2019-06-11,37,B2,"System management services can discover the addition of new physical devices, take automated actions to provision software (operating system and other related cloud services software components) on them, and scale out management infrastructure based on the new capacity of the total resources (including the newly added resources). A configuration file can contain the rules for automatic expansion and contraction of the system.",10320897
10320944,2019-06-11,18,B2,"Embodiments related to predictive cloud-based presimulation are described herein. For example, one disclose embodiment provides, on a computing device, a method comprising receiving an input of state from a client device and executing a server simulation of a digital experience based on the input of state, the server simulation configured to run concurrently with, and ahead of, a client simulation on the client device. The method further comprises generating a plurality of simulation results from the server simulation, selecting one or more simulation results from the plurality of simulation results based on a likelihood the client simulation will utilize a particular simulation result, and sending the one or more simulation results to the client device.",10320944
10326787,2019-06-18,21,B2,"An anomaly detection system is provided and includes a processor, a memory and a security application stored in the memory and including instructions. The instructions are for collecting behavior data corresponding to users of an organization accessing cloud applications. The behavior data includes parameters tracked over time for the users. The instructions are for: creating a first model based on the behavior data tracked for the users; creating a second model corresponding to a first user based on the parameters tracked for the users except the first user, where the second model excludes behavior data pertaining to the first user; scoring the second model based on the first model to generate a first score; determining whether the first user is an outlier based on the first score; and removing the behavior data corresponding to the first user from the first model if the first user is an outlier.",10326787
10331885,2019-06-25,19,B2,"Identification of an entity performing a deletion or modification action on locally stored files and notification to mitigate risks to cloud stored files is provided. A local or remote file watcher may monitor locally stored files and detect a deletion or modification action. The file watcher may also identify an entity performing the deletion or modification action. The entity may be an application, a process, a user other than the user that is the owner of the files, or the user himself/herself. The file watcher may further determine one or more alert conditions or rules associated with the affected file(s) and/or the entity, that is under which circumstances an alert is to be issued. The alert notification(s) may be issued to the user, an administrator, a cloud storage service, and/or a data protection service such that protective measures can be taken if necessary.",10331885
10348693,2019-07-09,99,B2,"A digital escrow pattern for data services can include selective access for obscured data at a remote site or in a cloud service, distributing trust across multiple entities to avoid a single point of data compromise. Based on the pattern, a “trustworthy envelope” for any kind of payload enables curtained access through a variety of decorations or seals placed on the envelope that allow for a gamut of trust ranging with guarantees such as, but not limited to, confidentiality, privacy, anonymity, tamper detection, integrity, etc. For instance, XML tags can be applied or augmented to create trust envelopes for structured XML data. Some examples of mathematical transformations or ‘decorations’ that can be applied to the XML data include, but are not limited to, size-preserving encryption, searchable-encryption, or Proof(s) of Application, blind fingerprints, Proof(s) of Retrievability, etc.",10348693
10356187,2019-07-16,10,B2,"A gateway that may be implemented in a local network and that communicates with a cloud network to provide efficient services in a weakly connected setting is disclosed. The gateway may be configured to enable services that efficiently utilize resources in both of the gateway and the cloud network, and provide a desired quality of service while operating in a weakly connected setting. The gateway may provide data collection and processing, local network services, and enable cloud services that utilize data collected and processed by the gateway. The local network may include one or more sensors and/or video cameras that provide data to the gateway. In a further implementation, the gateway may determine an allocation of one or more tasks of a service between the gateway and a cloud network by determining the allocation of the one or more service tasks based on desired service latency.",10356187
10372772,2019-08-06,19,B2,"Media files may be prioritized based on user behavior data and social data associated with individual media files. A process of prioritizing media files may include accessing user behavior data associated with individual media files in a set of media files that are stored on a client device of a user or in a cloud-based storage location associated with the user, accessing social data associated with one or more media files of the set of media files that are determined to have been shared on a media file sharing service, and ranking the set of media files based at least in part on the user behavior data and the social data.",10372772
10374970,2019-08-06,23,B2,"A system receives a request for a plurality of resources of a cloud computing system to deploy a service. The system selects a portion of the resources and determines whether the selected portion is at least partially available in one or more clusters in parallel. If available, the system reserves the available resources for a predetermined period of time. If unavailable in one of the clusters, the system releases the reserved resources after the predetermined period of time. While or after determining the availability, the system locates at least a portion of the remainder of the resources in the one or more clusters. The system allocates the reserved resources on one of the clusters and the located remainder of the resources to deploy the service and instantiates the service on the one of the clusters using the allocated resources.",10374970
10375072,2019-08-06,11,B2,"Various techniques for implementing computer dashboards as cloud-based services are disclosed herein. In one embodiment, a method includes receiving a dashboard file at a server via a computer network, the dashboard file identifying a dashboard having one or more graphical user interface elements individually configured to display and dynamically update data associated with a cloud-based service. The dashboard file further contains metadata indicating a cloud-based subscription. The method also includes associating the received dashboard file with the cloud-based subscription, identifying one or more entities allowed to access the dashboard based on the cloud-based subscription, and displaying, via the computer network, the dashboard identified by the dashboard file to the one or more entities upon verification of the cloud-based subscription.",10375072
10375196,2019-08-06,14,B2,"Image transformation for use in a hybrid distribution architecture with improved performance characteristics is provided herein. The hybrid distribution architecture provides content to clients via a dual source system using a central cloud service and a Content Distribution Network, which uses the cloud service as its source. A client that requests a new rendition of an image provided by a chosen source of the hybrid distribution architecture will have that request handled by the source, and the source may maintain that rendition for future provision. By allowing the client to choose the source and letting that source handle the request, rather than requiring a central service hand the request, the amount of data needed to be transmitted is reduced and the speed of provision of content, modified or not, is improved for the client.",10375196
10375645,2019-08-06,42,B2,"Mobile computing device power consumption can be reduced by using expiration window timers, state-based timers and/or the coordination of keep-alive timers. A mobile computing device can execute tasks associated with multiple keep-alive timers used for maintaining communication links between the device and cloud-based service providers in a single active state. A cloud-based keep-alive service can maintain mobile computing device-service provider communication links by sending one keep-alive communication to a mobile computing device in place of multiple communications. Upon receiving a response, the keep-alive surface can send a plurality of keep-alive communications to a plurality of cloud-based service providers.",10375645
10382305,2019-08-13,176,B2,"Embodiments apply a set of sequenced instructions to connect to a network through a captive portal. A computing device detects a network access point and obtains the instruction set corresponding to the network access point. The instruction set is derived by a cloud service from crowdsourced data describing interactions between mobile computing devices and the network access point. Applying the instruction set includes performing actions such as navigating web pages to accept terms and conditions, provide user or device information, and more.",10382305
10387123,2019-08-20,23,B2,"Various technologies described herein pertain to developing a web application using a scripting language-based framework. A call can be received via an interface of the scripting language-based framework. The call can manage a control included in the scripting language-based framework. Further, the call can be provided by an application that references the scripting language based framework. Moreover, a user interface can be generated based on the control managed by the call, and backend cloud-based services provided by a distributed data store on a cloud platform can be accessed based on the control managed by the call.",10387123
10389528,2019-08-20,16,B2,"A method and proxy device for on-demand generation of cryptographic certificates. The method includes receiving, by a proxy device, a request to access a cloud application; identifying a domain name designated in the received request; determining if the identified domain name is signed by a valid cryptographic certificate saved locally in the proxy device; and sending, to a certificate generator system, a certification request to issue a new cryptographic certificate to sign the identified domain name, when the identified domain name is not a signed domain name.",10389528
10389663,2019-08-20,27,B2,"Technologies are presented directed to uploading of attachments to a relevant group cloud storage at send time. A communication application and/or service may suggest to a user to upload an attachment of an outgoing communication to a group cloud storage upon generation of the communication. Suggestion of group may be based on last use, document type, content, user(s), which account the user is in, and comparable factors. The user (or sender) may also be provided with options to set permissions for the attachment based on the upload destination selection. In some examples, upload of work documents to personal cloud storage may be prevented and suitable groups may be selected for user that are part of multiple groups.",10389663
10394580,2019-08-27,38,B2,"Systems, computer program products and computer program products for facilitating the dynamic addition and removal of operating system components on computing devices based on application or user interaction over time are disclosed. Such systems, computer program products and computer program products provide one or more API intercept layers, a rules engine and a hydrate engine that facilitates the ability to dynamically rehydrate or hydrate operating system components. In an embodiment, a minimal (or core) operating system image on a computing device is deployed. Then, required components may be dynamically added (i.e., “streamed” or “rehydrated”) from storage, a server or cloud service as required by an executing application program on the computing device. In another embodiment, a totally complete operating system image is deployed on a computing device. Then, unused components may be dynamically removed (i.e., “dehydrated”) from the computing device over time based on application or user interaction.",10394580
10397256,2019-08-27,18,B2,"In an example embodiment, a computer-implemented method comprises obtaining labels from messages associated with an email service provider, wherein the labels indicate for each message IP how many spam and non-spam messages have been received; obtaining network data features from a cloud service provider; providing the labels and network data features to a machine learning application; generating a prediction model representing an algorithm for determining whether a particular set of network data features are spam or not; applying the prediction model to network data features for an unlabeled message; and generating an output of the prediction model indicating a likelihood that the unlabeled message is spam.",10397256
10402301,2019-09-03,12,B2,"Described technologies facilitate cloud validation using validation as a service (VaaS). A cloud validation service provider acquires and securely stores certification tests developed by cloud component providers, integrated solution providers, and others. Each test's executable portion tests hardware or software of a candidate cloud. The candidate may be on the premises of an enterprise, or instead be a hosted cloud on the premises of a hoster off the premises of the entity that pays for the hosting. Monitored testing is done using an infrastructure in the candidate cloud or in a public cloud. Results are uploaded to the VaaS provider, which provides an analysis of test results for use in determining whether to validate the candidate cloud. Test execution agents may be VaaS-cloud-resident or candidate-cloud-resident, and may use a mutex to prevent simultaneous execution of tests. Testing may be accomplished even when the candidate cloud has no internet-exposed communication endpoint.",10402301
10402375,2019-09-03,70,B2,"A cloud content states framework is described herein. In implementations, a framework is configured to perform operations for management of cloud content files at the computing device on behalf of cloud storage providers. The framework is operable to manage states for cloud content files accessible from multiple cloud storage services. The framework also manages and outputs state indicators with file system representations of the cloud content files. The states include at least a set of primary states indicative of synchronization status controlled by the framework. The states may also include custom states associated with cloud storage services that are defined via an interface exposed by the framework. In operation, states associated with cloud content files are recognized in connection with rendering a user interface with cloud content file representations. Then, state indicators that reflect the recognized states are exposed along with cloud content file representations in the user interface.",10402375
10404689,2019-09-03,22,B2,The description relates to password reset security. One example can receive a login request and a password for a cloud-based user account. The example can also retrieve stored authenticated user information associated with the password. The example can further send a notification of the login request to a contact address associated with the cloud-based user account. The notification can contain at least some of the stored authenticated user information.,10404689
10404716,2019-09-03,9,B2,"A data protection policy can specify which applications are allowed and/or dis-allowed from accessing cloud data that is subject to a data protection policy (i.e., data that has been assigned a classification and/or an owner.) To enforce that policy, the operating system (or other trusted entity) that stores or caches access credentials only provides these credentials to applications that are allowed by the policy. In this manner, because they are not provided with the credentials required to access the network resource, the dis-allowed applications cannot access the ‘protected’ data thereby helping prevent these dis-allowed (or noncompliant) applications from leaking data.",10404716
10411967,2019-09-10,11,B2,"The present technology is generally directed to updating a cloud network. This technology may include generating a set is inequalities based network topology information, shared risk link group information, demand information, and traffic solver parameters. The set of inequalities may also be based upon a model of traffic routing that is based on selection of routes based on dynamic and global traffic engineering. A capacity plan may also be generated based on the set of inequalities and at least one objective. The capacity plan may include a target capacity for each link of the plurality of links in the network.",10411967
10416991,2019-09-17,68,B2,"The disclosed technology is generally directed to updating of applications, firmware and/or other software on IoT devices. In one example of the technology, a request that is associated with a requested update is communicated from a normal world of a first application processor to a secure world of the first application processor. The secure world validates the requested update. Instructions associated with the validated update are communicated from the secure world to the normal world. Image requests are sent from the normal world to a cloud service for image binaries associated with the validated update. The secure world receives the requested image binaries from the cloud service. The secure world writes the received image binaries to memory, and validates the written image binaries.",10416991
10423455,2019-09-24,55,B2,A system receives a request to deploy a virtual machine on one of a plurality of nodes running a plurality of virtual machines in a cloud computing system. The system receives a predicted lifetime for the virtual machine and an indication of an average lifetime of virtual machines running on each of the plurality of nodes. The system allocates the virtual machine to a first node when a first policy of collocating virtual machines with similar lifetimes on a node is adopted and the predicted lifetime is within a predetermined range of the average lifetime of virtual machines running on the first node. The system allocates the virtual machine to a second node when a second policy of collocating virtual machines with dissimilar lifetimes on a node is adopted and the predicted lifetime is not within the predetermined range of the average lifetime of virtual machines running on the second node.,10423455
10425229,2019-09-24,18,B2,"Methods, media, and systems for secure provisioning of servers within a cloud computing environment are provided for herein. In some embodiments, a management service can delegate provisioning of a server of the cloud computing environment to an imaging service. In response, the imaging service can generate an operating system image for the server and can utilize disk encryption to protect to operating system image. In embodiments, a volume encryption key of the disk encryption can be encrypted utilizing a public key of a trusted platform manager of the server, to produce an encrypted volume encryption key that is protected by the trusted platform module of the server. The encrypted operating system image and the encrypted volume encryption key can then be transmitted to the server to cause the server to be provisioned with the operating system image. Other embodiments may be described and/or claimed herein.",10425229
10430735,2019-10-01,8,B2,"Embodiments of facilitating creation of cloud computing applications are disclosed therein. In one embodiment, a method includes receiving user input of a plurality of workflow items as a sequence of graphical objects on a graphical user interface. The workflow items individually are related to one or more cloud computing services. The method also includes determining an execution sequence of the plurality of workflow items based on data dependencies individually between pairs of the workflow items, the determined execution sequence being different than the sequence of the graphical objects. The determined execution sequence includes executing pairs of the workflow items without data dependencies therebetween generally in parallel and sequentially executing other pairs of the workflow items with data dependencies therebetween in accordance with the data dependencies.",10430735
10439873,2019-10-08,6,B2,"Optimizations are provided for reliably configuring an on-premise server using configuration data stored at a cloud-based service. An on-premise server polls the cloud-based service to determine whether any new configuration changes are available for the on-premise server to implement. In response to an indication that a new configuration change is available for the on-premise server, the on-premise server performs a validation to determine whether the new configuration change is committable by the on-premise server. Afterwards, the on-premise server receives the new configuration change and then attempts to commit to that new configuration change.",10439873
10445145,2019-10-15,6,B2,"A hybrid configuration engine and associated method for reducing the complexity and burden of configuring rich coexistence between an on-premise solution and a cloud-based solution is described herein and illustrated in the accompanying figures. The hybrid configuration engine determines the current state of the on-premise solution and the cloud-based solution and learns the desired configuration state. After obtaining the current and desired configuration state information, the hybrid configuration engine determines and automatically performs steps to reach the desired configuration state. Finally, the hybrid configuration engine provides instructions describing the manual steps needed to reach the desired configuration state.",10445145
10447639,2019-10-15,27,B2,"Various parts of email content or entire emails may be recalled or modified after delivery through the use of links to cloud-storage, where the various parts of the email content may be stored. Different notification and modification methods may be employed to modify delivered content even after it is rendered for a recipient. While recipients may have a latest version of the email content, senders may be enabled to see a version history of changes in delivered email content.",10447639
10447705,2019-10-15,174,B2,"Device information for each of multiple devices associated with a user account is maintained by a cloud service. The device information can include credential information allowing the device to be accessed by other ones of the multiple devices, remote access information indicating how the device can be accessed by other ones of the multiple devices on other networks, and property information including settings and/or device drivers for the device. The device information for each of the multiple devices is made available to other ones of the multiple devices, and can be used by the multiple devices to access one another and provide a consistent user experience across the multiple devices.",10447705
10452712,2019-10-22,32,B2,"A facility for using a mobile device to search video content takes advantage of computing capacity on the mobile device to capture input through a camera and/or a microphone, extract an audio-video signature of the input in real time, and to perform progressive search. By extracting a joint audio-video signature from the input in real time as the input is received and sending the signature to the cloud to search similar video content through the layered audio-video indexing, the facility can provide progressive results of candidate videos for progressive signature captures.",10452712
10459750,2019-10-29,22,B2,"Systems and methods are taught for providing customers of a cloud computing service to control when updates affect the services provided to the customers. Because multiple customers share the cloud's infrastructure, each customer may have conflicting preferences for when an update and associated downtime occurs. Preventing and resolving conflicts between the preferences of multiple customers while providing them with input for scheduling a planned update may reduce the inconvenience posed by updates. Additionally, the schedule for the update may be transmitted to customers so that they can prepare for the downtime of services associated with the update.",10459750
10476751,2019-11-12,15,B2,"In one example of the technology, a mapping is established between: IoT devices that are tenants of an IoT support service, and tenants of a first third-party cloud service. On the IoT support service, device twins are stored, such that each device twin corresponds to a corresponding IoT device, and such that each device twins includes at least a first section that includes properties of the corresponding IoT device, and a second section that includes properties associated with the first third-party cloud service. The IoT support service is used to invoke a first method associated with at least one IoT device based on metadata in at least one corresponding device twin. The first method is associated with the first third-party cloud service.",10476751
10476886,2019-11-12,31,B2,"A JIT service in a cloud computing environment manages just-in-time access to resources in the cloud computing environment for DevOps personnel who do not have persistent access to restricted data or the ability to modify the cloud computing environment to gain access to restricted data. When JIT access to a resource is requested by a DevOps device, the JIT service retrieves a JIT policy for the resource that includes geolocation criteria limiting the geolocation from which JIT access can be automatically granted. The geolocation of the DevOps device is evaluated against the geolocation criteria. If the geolocation criteria and any other criteria of the JIT policy are satisfied, the JIT service provisions JIT access to the resource for the DevOps device.",10476886
10476948,2019-11-12,26,B2,"Techniques for facilitating allocation of cloud services in cloud computing systems are disclosed herein. In one embodiment, a method can include transmitting a request to service controllers configured to manage corresponding cloud services deployable in the cloud computing system, the request including a set of cloud services to be deployed in the cloud computing system. The method can also include receiving, from each of the service controllers, a list of at least some of the computing facilities arranged in order of preference for deploying one or more corresponding cloud services. The method can further includes selecting one of the computing facilities from the multiple computing facilities for deploying the set of cloud services based on the preferences of the service controllers reflected in the received lists and instructing the service controllers to deploy the one or more corresponding cloud services to the selected one of the computing facilities.",10476948
10484430,2019-11-19,32,B2,"A JIT service in a cloud computing environment manages just-in-time access to resources in the cloud computing environment for DevOps personnel who do not have persistent access to restricted data or the ability to modify the cloud computing environment to gain access to restricted data. When JIT access to a resource is requested by a DevOps device, the JIT service retrieves a JIT policy for the resource that includes screening criteria limiting automatic granting of JIT access to DevOps personnel who meeting the screening criteria. Screening information for the DevOps personnel is evaluated against one or more screening requirements set forth by the screening criteria. If the screening criteria and any other criteria of the JIT policy are satisfied, the JIT service provisions JIT access to the resource for the DevOps device.",10484430
10484460,2019-11-19,51,B2,"Techniques for facilitating operations in hybrid cloud computing systems are disclosed herein. In one embodiment, a method can include receiving, at a public cloud, a plurality of applications deployable in a private cloud and informing an access service of the public cloud computing system regarding the received applications deployable in the private cloud. The method also includes receiving, from a connection service of the private cloud, a request for a list of the received applications available at the public cloud and deployable in the private cloud. The method further includes in response to the received request, selectively identifying to the private cloud the list of applications based on a service subscription associated with the connection service.",10484460
10496503,2019-12-03,22,B2,"Embodiments described herein are directed to migrating affected services away from a faulted cloud node and to handling faults during an upgrade. In one scenario, a computer system determines that virtual machines running on a first cloud node are in a faulted state. The computer system determines which cloud resources on the first cloud node were allocated to the faulted virtual machine, allocates the determined cloud resources of the first cloud node to a second, different cloud node and re-instantiates the faulted virtual machine on the second, different cloud node using the allocated cloud resources.",10496503
10506646,2019-12-10,178,B2,Embodiments produce a set of instructions for connecting to a network through a network access point based on data crowdsourced from mobile computing devices. The crowdsourced data describes interactions between the mobile computing devices and the network access point when establishing a connection to the network. A cloud service analyzes the crowdsourced data to identify a set of instructions for association with the network access point. The mobile computing devices replay the set of instructions when subsequently attempting to connect to the network access point.,10506646
10511615,2019-12-17,13,B2,"A system for detecting a non-targeted attack by a first machine on a second machine is provided. The system includes an application that includes instructions configured to: extract network data corresponding to traffic flow between the first and second machines, where the second machine is implemented in a cloud-based network; identify a first suspect external IP address based on the network data; calculate features for the first suspect external IP address, where the features include exploration type features and exploitation type features; train a classifier based on predetermined examples and the features to generate and update a model; classify the first suspect external IP address based on the model and at least some of the features; and perform a countermeasure if a classification provided from classifying the first suspect external IP address indicates that the first suspect external IP address is associated with a malicious attack on the second machine.",10511615
10515213,2019-12-24,18,B2,"Described herein are various technologies pertaining detecting malware by monitoring execution of an instrumented process. An anti-malware engine can observe code obfuscation, suspicious patterns and/or behavior upon scanning a computer file. Based upon this observation, evidence can be submitted to a service (e.g., cloud-based service) and, in response, configuration setting(s) for restraining, containing and/or instrumenting a process for executing the file and/or instrumenting a process into which the file is loaded can be received. The configured process can be monitored. Based upon this monitoring, an action can be taken including determining the file to comprise malware and terminating the process. Upon detecting malware, a detection report, and a copy of the computer file, can be sent to a service (e.g., cloud-based). The service can independently verify that the reported file is malicious, and can protect other machines from executing or loading the same malicious file.",10515213
10516688,2019-12-24,24,B2,An anti-ransomware system protects data in cloud storage of a cloud services provider against a ransomware attack. A backup handler is configured to at least one of: selectively retrieve backup data generated by the cloud services provider from the cloud storage; and selectively generate backup data based on the data in the cloud storage and output the backup data to a storage device. A ransomware detector is configured to detect data changes to the data resulting from a ransomware attack. A ransomware remediator communicates with the ransomware detector and the backup handler and is configured to restore the data to a state prior to the ransomware attack based upon the backup data.,10516688
10523676,2019-12-31,19,B2,"A system and method for detecting unauthorized access to a cloud application hosted in a cloud-computing platform are presented. The method comprising: identifying, by a managed proxy device, a first access attempt to a cloud application at a first time and from a first location; identifying, by a managed proxy device, a second access attempt to the cloud application at a second time and from a second location; computing a velocity between the first access attempt and the second access attempt based on the first time, the second time, the first location, and the second location; checking if the computed velocity is greater than a velocity threshold; and generating a velocity event when the computed velocity is greater than the velocity threshold, wherein the velocity event indicates that an access attempt is unauthorized.",10523676
10523717,2019-12-31,3,B2,"A method includes acts for establishing a subscription for an entity. The method includes receiving, at a cloud service provider, a request from an entity to establish a subscription. The request includes credentials for the entity that are not proper credentials for an organization associated with the entity that the entity should use to access services for the organization. The method further includes performing a corrective action based on detecting one or more factors to determine that the entity is associated with the organization. The method further includes providing services based on the corrective action.",10523717
10530775,2020-01-07,24,B2,"Techniques for facilitating usage tracking in hybrid cloud computing systems are disclosed herein. In one embodiment, a method can include receiving, from a private cloud computing system, a request for uploading usage data to a storage in a public cloud computing system. The method can also include authenticating the received request based on a service subscription of the private cloud computing system, and upon authentication, providing the private cloud computing system with an access permission to store the usage data in the storage of the computing system. The method can further include receiving the usage data from the private cloud computing system submitted with the access permission and storing the received usage data in the storage of the public cloud computing system.",10530775
10536473,2020-01-14,21,B2,"An anomaly detection system is provided and includes a processor, a memory, and a security application that is stored in the memory and includes instructions. The instructions are configured to collect information of behavior data for the users of an organization accessing cloud applications via a distributed network. The behavior data includes one or more parameters tracked over time for the users. The instructions are further configured to: establish baselines for each of the users and for each of the cloud applications or types of cloud applications of the organization; detect anomalies based on the baselines; provide aggregated anomaly data by aggregating anomalies corresponding to two or more of the baselines and a same behavior or corresponding to multiple users of a same cloud application during a same period of time; determine a risk value based on the aggregated anomaly data; and perform a countermeasure based on the risk value.",10536473
10536504,2020-01-14,15,B2,"A cloud service stores and aggregates content that is obtained from different content sources using different protocols. For example, the content may include electronic messages, calendar information, contacts, social network content, feed data, search results, and the like. The cloud service aggregates content for each user based on the user's configuration settings. The cloud service may perform processing on the aggregated content before it is delivered and displayed to the user on the client device. For example, one or more views may be generated and stored by the cloud service before the view is requested from the client. Changes made to the aggregated content on the client may be synchronized with the content source. Searches may be made across all or a portion of the different content sources that are aggregated for a user.",10536504
10545244,2020-01-28,16,B2,"Methods, systems, and computer programs are presented for cloud-offloaded position calculation with on-device acquisition. One method includes operations for collecting raw global positioning system (GPS) signals for a set of positions, and storing in memory the raw GPS signals. The method further includes processing the raw GPS signals in batch mode at the computing device to obtain acquisition data for the positions, where the processing includes identifying tasks for parallel processing by a graphics processing unit (GPU), performing, by the GPU, the tasks in parallel by assigning each of the tasks to a core processor within the GPU, and combining results from performing the tasks to obtain the acquisition data. Additionally, the method includes an operation for transmitting the acquisition data to a server for calculating locations for the set positions at the server, the server storing the locations and making the locations available for location-tracking applications.",10545244
