patent_number,patent_date,patent_num_combined_citations,patent_kind,patent_title,patent_abstract,patent_id
10664226,2020-05-26,11,B2,Audio file processing to reduce latencies in play start times for cloud served audio files,"Methods, systems, and computer programs are presented for managing audio files of a user to reduce latencies in play start times on local devices. The audio files are stored on cloud storage managed by a server. One method includes processing a plurality of audio files associated with a user, where the processing is configured to create audio snippet files from each of the plurality of audio files. The audio snippet files representing a beginning part of each of the plurality of audio files. The method also includes transmitting the audio snippet files to a client device and detecting a request from the client to begin playing a first audio file from the plurality of audio files of the user. The first audio file being stored on the cloud storage managed by the server.",10664226
10732651,2020-08-04,743,B2,Smart-home proxy devices with long-polling,"Methods and systems facilitate network communications between a wireless network-connected thermostat and a cloud-based management server in a manner that promotes reduced power usage and extended service life of an energy-storage device of the thermostat, while at the same time accomplishing timely data transfer between the thermostat and the cloud-based management server for suitable and time-appropriate control of an HVAC system. The thermostat further comprises powering circuitry configured to: extract electrical power from one or more HVAC control wires in a manner that does not require a “common” wire; supply electrical power for thermostat operation; recharge the energy-storage device (if needed) using any surplus extracted power; and discharge the energy-storage device to assist in supplying electrical power for thermostat operation during intervals in which the extracted power alone is insufficient for thermostat operation.",10732651
10735216,2020-08-04,218,B2,Handling security services visitor at a smart-home,"This patent specification relates to apparatus, systems, methods, and related computer program products for providing home security/smart home objectives. More particularly, this patent specification relates to a plurality of devices, including intelligent, multi-sensing, network-connected devices, that communicate with each other and/or with a central server or a cloud-computing system to provide any of a variety of useful home security/smart home objectives.",10735216
10740511,2020-08-11,17,B2,Selective simulation of virtualized hardware inputs,"Methods and apparatus are described herein emulating, by one or more servers on behalf of a mobile computing device, a cloud-based virtual machine. The cloud-based virtual machine may include a virtualized hardware component that provides, as virtual hardware input for a software application executing on the cloud-based virtual machine, either “genuine” virtual hardware input or “simulated” virtual hardware input. Genuine virtual hardware input may be based on an actual hardware signal received from a hardware component of the mobile computing device that corresponds to the virtualized hardware component. Simulated virtual hardware input may be generated independently of any hardware signal associated with the hardware component. Output of the software application may be interactively streamed to the mobile computing device.",10740511
10764278,2020-09-01,35,B2,Authentication on a computing device,"Systems and/or methods provide a user of a first computing device with the ability to authenticate themselves on a remotely provided process or service using a second computing device on which the user is already authenticated. For example, the techniques of this disclosure provide a user with the ability to securely log into a remotely provided service or application (such as e-mail, cloud computing service, etc.) on a first computing device (e.g., a desktop computer, laptop, tablet, etc.) using a second computing device (e.g., mobile phone) on which the user is already logged into the service or application, without requiring manual entry of authentication information on the first computing device.",10764278
10776503,2020-09-15,14,B2,System of enclaves,"Methods, systems, and apparatus, including computer programs encoded on a computer storage medium, for instantiating and managing systems that utilize hierarchal enclaves in a cloud environment.",10776503
10785099,2020-09-22,11,B2,Secure configuration of cloud computing nodes,"Methods and systems for configuring nodes in a cloud computing network are described. One example method includes receiving, over a network, a configuration request from a particular node in the cloud computing network, the configuration request including node information for the particular node; verifying that the particular node is authorized for configuration based at least in part on the node information; in response to verifying that the particular node is authorized for configuration, identifying configuration actions to perform on the particular node based at least in part on the node information; and sending, over the network, a configuration command corresponding to one or more of the identified configuration actions to the particular node, wherein the particular node executes the configuration command upon receipt to perform the corresponding configuration actions.",10785099
10791165,2020-09-29,24,B2,Controlling wireless devices using aggregated data from cross-network access points,"This document describes methods, devices, systems, and means for controlling wireless devices using aggregated data from cross-network access points. An access point (AP) provides operational information from a plurality of different types of client devices communicating with the AP to a cloud service and obtains per-client-device-type policy data from the cloud service that is based on aggregated operational information from a plurality of different types of client devices from different AP networks. The AP controls, using a wireless transceiver, a wireless client device that is of a first type, using the per-client-device-type policy data for the first type based on aggregated operational information from a plurality of different types of client devices from different AP networks.",10791165
10791506,2020-09-29,34,B2,Adaptive ownership and cloud-based configuration and control of network devices,"Methods, systems, and computer program products for cloud-based adaptive configuration and control of a network device include, detecting an access by a user through the network device to a cloud-based service; and responsive to the detected access, configuring the network device to be controlled by the user via a cloud-based configuration controller. Further implementations include, receiving a configuration request from the network device, wherein the configuration request includes access information pertaining to an access made by a user to a cloud-based service; determining a cloud-based identity of the user based upon the received access information; associating the cloud-based identity with an ownership identifier; forming one or more instructions to configure the network device with the ownership identifier as an owner of the network device; and transmitting the one or more instructions to the network device.",10791506
10812366,2020-10-20,3,B1,"System and method for deploying, scaling and managing network endpoint groups in cloud computing environments","Grouping virtualized computing instances in cloud environments can be achieved utilizing groups of network endpoints, such as hardware devices, virtualized computing instances, etc. The network endpoint group (NEG) provides a logical grouping for providers of backend services that may be arranged on the network endpoints, and may be organized based on the backend service to be provided by the computing environments that operate as network endpoints. For example, the NEGs may be implemented for load balancing applications. The network endpoint groups, and the network endpoints included therein, may be managed using a framework of tools, libraries and application programming interfaces.",10812366
10846122,2020-11-24,2,B2,Resource manager integration in cloud computing environments,"In one embodiment, a system includes first host machines implementing a public-cloud computing environment, wherein at least one of the first host machines comprises a resource manager that provides a public-cloud resource interface through which one or more public-cloud clients interact with one or more virtual machines, and second host machines implementing a private-cloud computing environment, wherein at least one of the second host machines comprises one or more private-cloud virtual machines, wherein at least one of the first host machines further comprises a private-cloud VM resource provider through which the resource manager interacts with the private-cloud virtual machines, wherein the VM resource provider translates requests to perform virtual machine operations from a public-cloud-resource interface to a private-cloud virtual machine interface, and the private-cloud virtual machines perform the requested virtual machine operations in response to receiving the translated requests from the VM resource provider.",10846122
10846269,2020-11-24,73,B2,Sharing and synchronizing electronically stored files,"A method of sharing and synchronizing a plurality of electronically stored resources between a cloud file system and a client file system is provided. The method includes identifying the plurality of electronically stored resources, which are stored in the cloud file system and have identical names in the cloud file system. The method also includes generating in the client file system a replicate of a first resource of the plurality of electronically stored resources, and generating in the client file system a replicate of a second resource of the plurality of electronically stored resources. The method further includes naming the replicate of the second resource of the plurality of electronically stored resources with an incremental counter to create a unique name for the replicate of the second resource of the plurality of electronically stored resources in the client file system.",10846269
10847160,2020-11-24,69,B2,Using two automated speech recognizers for speech recognition,"A method includes receiving audio data corresponding to an utterance and generating, by an automated speech recognizer, a personalized transcription associated with a voice action. The personalized transcription includes one or more of one or more terms that are not included in a vocabulary of a cloud-based automated speech recognizer. The method also includes transmitting the audio data to the cloud-based automated speech recognizer. The cloud-based automated speech recognizer is configured to generate a mistranscription of the utterance and transmit the mistranscription of the utterance to a mobile computing device or a digital assistant device. When the mistranscription of the utterance includes a term associated with the voice action, the method also includes providing a search results page that includes a control for initiating the voice action and one or more search results that are generated based on the mistranscription of the utterance generated by the cloud-based automated speech recognizer.",10847160
8189225,2012-05-29,5,B1,Printing to a cloud printer via NFC,"A system and machine-implemented method for sending a print request from a device to a cloud printer within a cloud, the cloud comprising the cloud printer and a cloud server. A network connection is established with the cloud server, and print data is transmitted from the device to the cloud server via the network connection. Print data location information is received from the cloud server via the network connection, the print data location information specifying an address of the print data in the cloud. An NFC connection is established with the cloud printer, and a print request is sent to the cloud printer via the NFC connection. The print request includes the print data location information and is configured to be used by the cloud printer to obtain the print data from the cloud.",8189225
8244743,2012-08-14,5,B2,Scalable rendering of large spatial databases,"Aspects of the invention provide a service for data management and integration across a wide range of applications. Clustered computers may be arranged in a cloud-type configuration for storing and handling large amounts of user data under the control of a front-end management server. Communities of distributed users may collaborate on the data across multiple enterprises. Very large tabular data files are uploaded to the storage facilities. The data files are maintained as tables, and a composite table of related information is created and maintained in response to user queries. Different ways of visualizing the data are provided. Depending on the amount of information that can be displayed, features in a spatial index may the thinned for presentation. Spatial and structured queries are processing and results are intersected to obtain information for display.",8244743
8261295,2012-09-04,28,B1,High-level language for specifying configurations of cloud-based deployments,"A high-level object-oriented specification language allows configurable components of a cloud-based deployment to be modeled by a class definition that includes a group of configurable class parameters. The object-oriented specification language supports extension of an existing base class definition to create new class definitions, and supports inheritance of class parameters from the existing base class definition by the new class definitions. A cloud-based deployment can be customized based on class definitions used in configuring one or more generic deployments, such as by modifying class parameter values of the class definitions, varying interrelationships between the classes, and supplementing existing class parameters with new class parameters. The high-level object-oriented specification language supports class definitions that model hardware and virtual resources as well as software roles and service roles served by software applications and services in a cloud-based deployment. Syntax for specifying dependency and connectivity between classes is also provided.",8261295
8326326,2012-12-04,11,B2,Peer-to-peer location service,"Techniques are described for obtaining high-resolution physical locations for a wireless device by leveraging the high-resolution physical location capabilities of wireless peers of the wireless device to provide a peer-to-peer location service and facilitate location targeting. Wireless devices provide location updates to a computing cloud, which stores records associating wireless device identifiers with received location information for the corresponding wireless devices. A wireless device issues a peer discovery request to dynamically identify nearby wireless peers in its network. The wireless device then sends wireless device identifiers for the nearby wireless peers in a location request to the computing cloud, which estimates a location for the wireless device using the previously recorded location information for the nearby wireless peers. The computing cloud returns the estimated location to the requesting wireless device.",8326326
8364172,2013-01-29,11,B2,Peer-to-peer location service,"Techniques are described for obtaining high-resolution physical locations for a wireless device by leveraging the high-resolution physical location capabilities of wireless peers of the wireless device to provide a peer-to-peer location service and facilitate location targeting. Wireless devices provide location updates to a computing cloud, which stores records associating wireless device identifiers with received location information for the corresponding wireless devices. A wireless device issues a peer discovery request to dynamically identify nearby wireless peers in its network. The wireless device then sends wireless device identifiers for the nearby wireless peers in a location request to the computing cloud, which estimates a location for the wireless device using the previously recorded location information for the nearby wireless peers. The computing cloud returns the estimated location to the requesting wireless device.",8364172
8374421,2013-02-12,13,B1,Methods and systems for extracting still frames from a compressed video,"Methods and systems for robot and cloud communication are described. A robot may interact with the cloud to perform any number of actions using video captured from a point-of-view or in the vicinity of the robot. The cloud may be configured to extract still frames from compressed video received from the robot at a frame rate determined based on a number of factors, including the robot's surrounding environment, the available bandwidth, or actions being performed. The cloud may be configured to request that a compressed video with higher frame rate be sent so that the cloud can extract still frames at a higher frame rate. Further, the cloud may be configured to request that a second compressed video from a second perspective be sent to provide additional environment information.",8374421
8386078,2013-02-26,12,B1,Methods and systems for providing a data library for robotic devices,"Methods and systems for robot cloud computing are described. Within examples, cloud-based computing generally refers to networked computer architectures in which application execution and storage may be divided, to some extent, between client and server devices. A robot may be any device that has a computing ability and interacts with its surroundings with an actuation capability (e.g., electromechanical capabilities). A client device may be configured as a robot including various sensors and devices in the forms of modules, and different modules may be added or removed from robot depending on requirements. A robot may interact with the cloud to perform any number of actions, such as to share information with other cloud computing devices. A robot's performance of a task can be augmented by a cloud service which contains a data library of elements which are delivered to the robot to help the robot execute actions.",8386078
8442307,2013-05-14,1,B1,Appearance augmented 3-D point clouds for trajectory and camera localization,"A method and system are provided for image matching using an appearance augmented 3-D point cloud that includes receiving a first and second posed image, extracting image features from the first and second posed image, and comparing the extracted image features from the first posed image with the extracted image features from the second posed image. Next, a comparison is done to identify one or more matched features of the first and second posed images based on a feature appearance, where a grouping of the matched features of the first and second posed images is performed where the grouped matched features are associated with a first three-dimensional point. A position of the first three-dimensional point is identified based on a positional triangulation of the grouped matched features associated with the first three-dimensional point, and the first three-dimensional point is then augmented with the grouped matched features.",8442307
8452451,2013-05-28,20,B1,Methods and systems for robotic command language,"Methods and systems for robotic command and operation are provided. In some examples, a robot may be configured to receive a short-form command input that is comprised of an action verb and an object/target, and to analyze contextual/situational data for event outcomes from which the robot can determine an action of a plurality of possible actions to execute. The determination and analyses functions may be performed, in whole or part, through use of a cloud computing system.",8452451
8525853,2013-09-03,8,B1,Methods and systems for generating a layered display of a device,"Methods and systems for generating a screen interface for providing a layered display of a robot is provided. A computing device, such as the cloud may receive information associated with a robot and the received information may indicate components of the robot. The computing device may then generate a layered display of the robot based on the received information and provide the generated layered display on a screen interface. The screen interface may show a number of different views of the robot, including a structural view of the robot and a components view of the robot. The interface may provide information indicating capabilities of the robot or capabilities of the components of the robot. The screen interface may also show different layers of components of the robot, such as a functions layer, and a task group layer. The screen interface may further show modified configurations of the robot.",8525853
8532820,2013-09-10,1,B1,Cloud service to manage robotic devices,"Methods and systems enabling a cloud service to manage robotic devices are provided. An example method includes receiving a task order including information that identifies configuration requirements for a robotic device to perform a task, program instructions executable by the robotic device to perform the task, and payment information for the task. The method may also include selecting one or more robotic devices to perform the task from among a pool of robotic devices. For instance, the selected one or more robotic devices may be leased for a period of time to perform the task. The method may further include providing the configuration requirements and the program instructions to the selected one or more robotic devices, and receiving confirmation that the task has been performed. According to the method, payment may be provided to one or more accounts registered with the selected one or more robotic devices.",8532820
8544072,2013-09-24,23,B1,Single sign-on service,"Methods and apparatus for providing a single-sign-on service are disclosed. An example method includes receiving, at a computing device, a username and a password. The example method further includes providing the username and the password to a cloud-based credential server. The example method also includes receiving, from the cloud-based credential server, authentication information corresponding with the username and the password. The example method still further includes granting or denying access to the computing device and one or more cloud-based services based on the authentication information.",8544072
8589425,2013-11-19,5,B2,Scalable rendering of large spatial databases,"Aspects of the invention provide a service for data management and integration across a wide range of applications. Clustered computers may be arranged in a cloud-type configuration for storing and handling large amounts of user data under the control of a front-end management server. Communities of distributed users may collaborate on the data across multiple enterprises. Very large tabular data files are uploaded to the storage facilities. The data files are maintained as tables, and a composite table of related information is created and maintained in response to user queries. Different ways of visualizing the data are provided. Depending on the amount of information that can be displayed, features in a spatial index may the thinned for presentation. Spatial and structured queries are processing and results are intersected to obtain information for display.",8589425
8600409,2013-12-03,11,B2,Peer-to-peer location service,"Techniques are described for obtaining high-resolution physical locations for a wireless device by leveraging the high-resolution physical location capabilities of wireless peers of the wireless device to provide a peer-to-peer location service and facilitate location targeting. Wireless devices provide location updates to a computing cloud, which stores records associating wireless device identifiers with received location information for the corresponding wireless devices. A wireless device issues a peer discovery request to dynamically identify nearby wireless peers in its network. The wireless device then sends wireless device identifiers for the nearby wireless peers in a location request to the computing cloud, which estimates a location for the wireless device using the previously recorded location information for the nearby wireless peers. The computing cloud returns the estimated location to the requesting wireless device.",8600409
8639644,2014-01-28,20,B1,Shared robot knowledge base for use with cloud computing system,"The present application discloses shared robot knowledge bases for use with cloud computing systems. In one embodiment, the cloud computing system collects data from a robot about an object the robot has encountered in its environment, and stores the received data in the shared robot knowledge base. In another embodiment, the cloud computing system sends instructions for interacting with an object to a robot, receives feedback from the robot based on its interaction with the object, and updates data in the shared robot knowledge base based on the feedback. In yet another embodiment, the cloud computing system sends instructions to a robot for executing an application based on information stored in the shared robot knowledge base. In the disclosed embodiments, information in the shared robot knowledge bases is updated based on robot experiences so that any particular robot may benefit from prior experiences of other robots.",8639644
8645511,2014-02-04,48,B2,Pre-configuration of a cloud-based computer,"A method may include receiving by a current computer a customization application, the customization application including a control panel to establish user preferences for a user account of the cloud-based service and/or system settings for the second computer; receiving by the current computer an input to the customization application to establish one or more user preferences for the user account and/or one or more system settings for the second computer; and transmitting from the current computer to a server associated with the cloud-based service the one or more user preferences and a username for the user account and/or the system settings for the second computer.",8645511
8654942,2014-02-18,5,B1,Multi-device video communication session,A method of multi-device video communication. A server receives recorded content from a multi-device video communication session and processes the recorded content to detect vocal expressions from a plurality of participants. The server generates a plurality of text elements each corresponding to one or more of the vocal expressions. The server receives at least one rating for at least one participant of the plurality of participants and generates a word cloud based on the plurality of text elements and at least in part on the at least one rating for the at least one participant.,8654942
8667456,2014-03-04,17,B1,Cloud-based indexing for integrated development environments,"Disclosed are systems, methods, and devices for providing cloud-based indexing services to cloud-based and client-based software development environments. For example, integrated development environment (IDE) services may be provided at a client device via a cloud-based indexing service, and an indexing request related to source code at least partially loaded at the client device transmitted to the cloud-based indexing service with respect to a type of indexing request selected from a code completion request, a usages request, an annotations listing request, and a refactoring request. The cloud-based indexing service may then access one or more indexes maintained at the cloud-based indexing service, and provide responsive index information to the client device, the index information included in the responsive index information being less than all index information from the one or more indexes corresponding to the source code at least partially loaded at the client device. The responsive index information can then be displayed at the client device.",8667456
8713032,2014-04-29,10,B2,Cross-platform cloud-based map creation,"Methods, systems and articles of manufacture for cross-platform cloud based map creation are described herein. A method embodiment includes receiving one or more GIS datasets in their respective source formats, each GIS dataset comprising one or more map assets, translating the GIS datasets into a platform independent format, and providing the translated GIS datasets and their respective map assets in the platform independent format to one or more client platforms. The embodiment further includes identifying missing map assets and metadata that comprise a GIS dataset, tracking map assets that comprise a single translated GIS dataset to maintain the translated GIS dataset as a single entity, and providing the translated GIS datasets to a serving system.",8713032
8804147,2014-08-12,42,B2,Semantic printing options,"The embodiments provide a print server including a cloud print service. The print server includes an application manager configured to receive a print request for content to be printed, over a network, from a user of an application associated with a device, and provide, over the network, a print dialog to the user. The print dialog is configured to identify at least one available printer associated with the cloud print service. The print server also includes an options translator configured to determine at least one printing option associated with the at least one available printer, and translate a native printer display format of the at least one printing option to a common protocol display format associated with the cloud print service. The options translator is configured to provide the common protocol display format for inclusion in the print dialog.",8804147
8812947,2014-08-19,22,B1,Ranking graphical visualizations of a data set according to data attributes,"A computer-implemented system, method and computer readable medium to generate graphical visualizations corresponding to a data set populated in a web-based document, such as a spreadsheet. The spreadsheet is accessible in an interne or cloud-based system, and enables users to automatically create graphical visualizations or representations based on recommendations by a spreadsheet application. The graphical visualizations may be automatically ranked such that the system provides the recommendations to the user for display. Automatic ranking is accomplished, for example, by determining data types from identifying column type, differentiating column types, and extracting data sets having attributes corresponding to various graphical visualizations.",8812947
8819453,2014-08-26,3,B1,Protection of user-generated information in the cloud,"Data is protected from unauthorized access with a combination of technological and legal means. A technological measure is used to control access to a user created data package including a work of original authorship and user data, thus enabling the Digital Millennium Copyright Act to be invoked, thereby making it illegal for a service provider to access the user data without authorization from the creator of the data package. In other instances, data is sent to a cloud service provider in an encrypted format by a user. When the user wishes to authorize access to the data, the user provides a decryption key, which may be generated from the original work, and in some instances, is valid only for a limited period of time. Thus, access to the encrypted data can be effectively controlled by the user, even when it is stored in the cloud.",8819453
8819851,2014-08-26,25,B1,Access control using social network associations,"The disclosure includes a system and method for performing access control. The system includes a controller, an authentication module and a permission module. The controller receives an access request from a first user. The access request indicates a request to access a cloud-based service managed by a second user. The authentication module authenticates the first user. The permission module determines a first social network association that exists between the first user and the second user based at least in part on a social graph and determines whether access to the cloud-based service is permitted for the first social network association based at least in part on an access setting of the cloud-based service. Responsive to determining that the access is permitted for the first social network association, the permission module generates access permission data to permit the first user to access the cloud-based service.",8819851
8843603,2014-09-23,60,B1,Pre-configuration of a cloud-based computer,"A method may include receiving by a current computer a customization application, the customization application including a control panel to establish user preferences for a user account of the cloud-based service and/or system settings for the second computer; receiving by the current computer an input to the customization application to establish one or more user preferences for the user account and/or one or more system settings for the second computer; and transmitting from the current computer to a server associated with the cloud-based service the one or more user preferences and a username for the user account and/or the system settings for the second computer.",8843603
8867069,2014-10-21,37,B2,Anonymous printer registration in a cloud-based print service,"A print server may include an anonymous printer registration module configured to receive, at a cloud print service, a registration request from a printer over a network and return a registration response to the printer over the network. The anonymous printer registration module may include a claim code provider configured to provide a claim code included within the registration response to the printer over the network, wherein the printer is configured to provide the claim code to a user of the printer, and a printer matcher configured to receive the claim code from the user over the network and match a user account of the user within the cloud print service with the printer, in response to the receipt of the claim code from the user.",8867069
8867070,2014-10-21,37,B2,Printer with anonymous printer registration in a cloud-based print service,"A printer may include a registration requester configured to receive an initiation request from a user to initiate a registration of the printer, and further configured to send a registration request to a cloud print service over a network. The printer may include a claim facilitator configured to receive a registration response from the cloud print service over the network, the registration response including a claim code, and further configured to provide, using printer functionality, the claim code to the user. The printer also may include an authentication manager configured to request an authentication credential issued by the cloud print service in response to a matching of the printer with a user account of the user within the cloud print service, the matching based on a receipt of the claim code from the user at the cloud print service, and further configured to receive and store the authentication credential at the printer.",8867070
8874266,2014-10-28,19,B1,Enhancing sensor data by coordinating and/or correlating data attributes,"A method includes receiving first sensor data acquired by a first sensor in communication with a cloud computing system. The first sensor data has a first set of associated attributes including a time and a location at which the first sensor data was acquired. The method also includes receiving second sensor data acquired by a second sensor in communication with the cloud computing system. The second data has a second set of associated attributes including a time and a location at which the second sensor data was acquire. Further, the method includes generating a data processing result based at least in part on the first sensor data, the first set of associated attributes, the second sensor data, and the second set of associated attributes and instructing a robot in communication with the cloud computing system to perform a task based at least in part on the data processing result.",8874266
8948498,2015-02-03,5,B1,Systems and methods to transform a colored point cloud to a 3D textured mesh,"Examples disclose a method and system to transform a colored point cloud to a 3D textured mesh. The method may be executable to identify a location on a 2D image of an object, identify a location on a 3D image of the object, and determine a color associated with the location on the 2D image. Determining a color may include receiving data associated with a simulation of a plurality of rays cast on the 3D image, identifying a color of the location on the 3D image associated with the received data, identifying a confidence level associated with the identified color of the location on the 3D image, and associating the identified color of the location on the 3D image with the location on the 2D image.",8948498
8949174,2015-02-03,1,B2,Detection and prevention of unwanted content on cloud-hosted services,"The problem of abuse of privileges at cloud-hosted service sites is addressed by associating each user, preferably across multiple cloud-hosted service sites, with an individual “suspiciousness” score that may vary over time as additional user actions are detected and evaluated. Knowledge of the user is employed to better analyze the appropriateness or acceptability of user actions on the site.",8949174
8949179,2015-02-03,51,B2,Sharing and synchronizing electronically stored files,"Aspects of the present disclosure are directed to architectures, methods and systems and structures that facilitate the sharing and synchronization of electronically stored files among and between cloud entities and a number of computers, systems, devices and/or users. One particular exemplary aspect includes the mapping and/or translation of files electronically stored in a cloud file system when synchronized and/or shared with client computer systems.",8949179
8965104,2015-02-24,13,B1,Machine vision calibration with cloud computing systems,"A cloud computing system is configured to (i) receive image and environmental data from a computing device, (ii) apply a plurality of image processing algorithms to the received image a plurality of times to generate a corresponding plurality of image processing results, where each application of an image processing algorithm to the received image is executed with a different corresponding parameter set, and (iii) based on the image processing results, select an image processing algorithm and corresponding parameter set for the computing device to use for image processing operations. The cloud computing device may also correlate the results of its analysis with the environmental data received from the computing device, and store the correlation in a machine vision knowledge base for future reference. In some embodiments, the computing device is a component of a robot.",8965104
8977741,2015-03-10,7,B1,Method and system for cloud computing service transparency,"A cloud computing service stores customer data on a server that is located outside of a network security system of the customer. The cloud computing service automatically monitors the customer data to identify one or more access events that originate from a resource within the cloud computing service. For each access event, the service identifies a resource and a data set. The resource may include an identifier associated with a human operator or a software application that performed the access event, and the data set may include customer data that the resource accessed during the access event. The service may create a report of each access event and the information corresponding to the data set for each access event, and it may cause the report to be transmitted to the customer.",8977741
8984078,2015-03-17,8,B2,Systems and methods for device-to-cloud message delivery,"Certain implementations of the disclosed technology may include systems, methods, and computer-readable media for providing device-to-cloud (upstream) message delivery. According to an example implementation, a method is provided that can include generating, by a mobile computing device, a first message from a first application and a second message from a second application. The method includes establishing a communication connection between the mobile computing device and a remote device, packaging the second message with the first message for sending from the mobile computing device to the remote device; and sending, from the mobile computing device to the remote device, and by the established communications connection, the packaged first message and second message.",8984078
8988713,2015-03-24,39,B2,Secure printing in a cloud-based print system,"The embodiments provide a printing system including an application manager, implemented at a cloud print server, configured to receive a print job including encrypted content to be printed by a designated cloud-aware printer, over a network, from an application associated with a device, a print job router, implemented at the cloud print server, configured to route the print job including the encrypted content, over the network, to the designated cloud-aware printer to be decrypted, and a secure format converter configured to receive the print job including decrypted content from the designated cloud-aware printer, convert the print job from a printer-independent format to a printer-specific format associated with the designated cloud-aware printer, and provide the print job having the printer-specific format to the designated cloud-aware printer for printing.",8988713
8989944,2015-03-24,13,B1,Methods and devices for determining movements of an object in an environment,"An example method may include receiving a first set of points based on detection of an environment of an autonomous vehicle during a first time period, selecting a plurality of points from the first set of points that form a first point cloud representing an object in the environment, receiving a second set of points based on detection of the environment during a second time period which is after the first period, selecting a plurality of points from the second set of points that form a second point cloud representing the object in the environment, determining a transformation between the selected points from the first set of points and the selected points from the second set of points, using the transformation to determine a velocity of the object, and providing instructions to control the autonomous vehicle based at least in part on the velocity of the object.",8989944
8990203,2015-03-24,16,B2,Methods and systems for prefetching music for devices,Methods and systems are presented for prefetching music for devices. The disclosed method includes detecting an access to a music library through a device. The music library is associated with a user music account and is managed in cloud music storage. The disclose method further includes monitoring use activities for the user music account and the use activities of selected songs in the music library are adjustable for relevance based on assigned weightings. One or more songs from the music library that satisfy a prefetching constraint based on the monitored use activities are identified. The songs that satisfy the prefetching constraint are tagged for transferring to the device. The tagged songs are transferred to the device without receiving a user initiated request for the tagged songs.,8990203
8996228,2015-03-31,37,B1,Construction zone object detection using light detection and ranging,"Methods and systems for construction zone object detection are described. A computing device may be configured to receive, from a LIDAR, a 3D point cloud of a road on which a vehicle is travelling. The 3D point cloud may comprise points corresponding to light reflected from objects on the road. Also, the computing device may be configured to determine sets of points in the 3D point cloud representing an area within a threshold distance from a surface of the road. Further, the computing device may be configured to identify construction zone objects in the sets of points. Further, the computing device may be configured to determine a likelihood of existence of a construction zone, based on the identification. Based on the likelihood, the computing device may be configured to modify a control strategy of the vehicle; and control the vehicle based on the modified control strategy.",8996228
