patent_number,patent_date,patent_num_combined_citations,patent_kind,patent_title,patent_abstract,patent_id
10348858,2019-07-09,313,B2,Dynamic message queues for a microservice based cloud service,A cloud based identity management system that handles a plurality of published events that are published and consumed by microservices provides a dynamic queue that includes one or more active queues and one or more inactive queues. Embodiments create selectors for all of the active queues and the inactive queues and binds subscribers to each active queue. Embodiments dynamically cause at least one of the inactive queues to become one of the active queues when a number of published events increases.,10348858
10361968,2019-07-23,30,B2,System and method for service expiration in a cloud platform environment,"In accordance with an embodiment, described herein is a system and method for providing service expiration in a cloud computing environment. In accordance with an embodiment, the system includes a plurality of services which can be used by applications within the cloud environment, wherein the services can be associated with and utilize resources within the cloud environment. A service expiration component associates reservations with the services, periodically determines a status of the reservations and of any expired services associated therewith, and instructs the system to release the resources of expired services, for use by other services.",10361968
10372728,2019-08-06,2,B2,System and method providing a scalable and efficient space filling curve approach to point cloud feature generation,"Systems, methods, and other embodiments are disclosed for identifying features within point cloud data. In one embodiment, point cloud data is read which represents multiple points of at least one point cloud in a multi-dimensional space. Each point in the point cloud data is defined by an attribute value quantifying an attribute of the point and a set of coordinates specifying a location of the point in the multi-dimensional space. The set of coordinates for each point is transformed into a space-filling distance value representing a distance along a space-filling curve. The points are sorted according to the space-filling distance values to generate a sorted order of the points. The points are traversed in the sorted order and output data points are derived, while traversing the points, based on a specified feature criterion. The output data points identify a feature within the at least one point cloud.",10372728
10372760,2019-08-06,15,B2,Building queries directed to objects hosted on clouds,"According to an aspect of the present disclosure, a query builder sends to a node in a cloud, a request for meta-data related to objects, and in response receives from the node, the meta-data specifying information related to objects exposed by the node. Upon receiving from a user a partial query and a current edit location during building of a corresponding complete query, the query builder determines, based on the received meta-data, the current edit location, and the partial query, a list of identifiers which are potential candidates for insertion at the current edit location. The query builder then displays the list of identifiers to the user, and receives a selection of an identifier from the displayed list. The query builder incorporates the selected identifier in the partial query at the current edit location to form a further developed query.",10372760
10372773,2019-08-06,26,B2,System and method for providing recommended mappings for use by a mapper in an integration cloud service design time,"In accordance with an embodiment, described herein is a system and method for providing recommended mappings to a mapper for use in designing an integration flow in a design time of a cloud-based integration service. A database can store mapping records from a plurality of sources, and mapping records inferred from the extracted mapping records. Each mapping record in the database can be associated with a rating generated by a ranking engine. A recommendation engine can be invoked to retrieve one or more mapping records from the database and an auto suggestion engine, for graphical display in the mapper. The integration flow can be published, and mapping information therein can be parsed by the recommendation engine into one or more mapping records, which are persisted into the database to update the mapping records in the database.",10372773
10373079,2019-08-06,15,B2,Method and apparatus for generating recommendations from descriptive information,"Meaningful words or phrases may be extracted from the information and used as tags. Weights may be determined for the tags, and tag clouds may be generated for the items. The tag clouds may be stored to a data store. Information specifying a tag cloud may be received. Recommended items for which the tag clouds most closely match the specified tag cloud may be identified. Standard vector space distance calculations, for example the cosine distance between the tag clouds, may be used to determine cloud similarity. The results may be filtered to optimize relevance, novelty and familiarity in accordance with preferences of the user. The recommended items may be displayed to a user interface. Users may interact with the user interface to steer the recommendations towards more relevant content.",10373079
10374905,2019-08-06,23,B2,System and method for intelligently mapping a source element to a target element in an integration cloud service design time,"In accordance with an embodiment, described herein is a system and method for creating advanced mappings between a source application and a target application in a design time of a cloud-based integration service. The web interface application in the design time can display a source data object including one or more source elements, a target data object including one or more target elements, and a plurality of mapping components. A mapping area for a particular target element can include a mapping expression between a source element and the particular target element. When a mapping component is dragged and dropped onto the mapping area, an application programming interface defining one or more actions in accordance with a plurality of rules can be triggered, to generate one or more mapping statements to modify the mapping expression to create an advanced mapping between the source element and the target element.",10374905
10375189,2019-08-06,23,B2,System and method for decoupling a source application from a target application in an integration cloud service,"In accordance with an embodiment, described herein is a system and method for decoupling a source application and a target application using a messaging service associated with a cloud-based integration service. A first integration flow can be provided to enable the source application or producer to publish messages to the messaging service. A second integration flow can be provided to enable the target application or consumer to subscribe to the messaging service to receive messages. The source application and the target application can be agnostic of each other's implementation details, and those of the messaging service, which effectively decouples the source and target applications. The system enables objects between the source and target applications to be sychronized, multiple applications to subscribe to the integration cloud service and register for updates, and one or more applications to be added or removed as subscribers without affecting other subscribers or producers.",10375189
10379934,2019-08-13,27,B2,System and method of providing post error analysis for instances of applications in cloud service environments on a per user basis,Instances of the applications executing in the cloud service environments that users interact with. Each of the cloud service environments includes a respective set of instances of the applications. Each of the cloud service environments and the respective set of instances is associated with a different one of the users. Errors are detected during the execution of the instances of the applications. Sets of log file information describing the errors are created. Each of the sets of log file information describes one of the errors. Log files are created. Each of the log files include one of the sets of log file information and an identification of a cloud service environment where an associated error occurred. The log files are categorized based on identifications of the cloud service environments. A post error analysis report including information from the categorized log files is provided for a particular cloud service environment.,10379934
10382291,2019-08-13,25,B2,Provisioning framework for binding related cloud services,"Techniques are described for binding secondary services with a cloud service instance. In one or more embodiments, a service definition defines a set of secondary services that are compatible with a primary service. In response to receiving a request to perform a provisioning operation for the instance of the primary service, a provisioning engine identifies, from the set of secondary services that are compatible with the primary service, a subset of one or more secondary services that are available. The provisioning engine binds the subset of one or more secondary services to the primary service to generate a deployment configuration for the instance of the primary service. Based on the deployment configuration, the provisioning engine provisions a set of components for the instance of the primary service.",10382291
10395042,2019-08-27,56,B2,Data encryption service,"A centralized framework for managing the data encryption of resources is disclosed. A data encryption service is disclosed that provides various services related to the management of the data encryption of resources. The services may include managing application policies, cryptographic policies, and encryption objects related to applications. The encryption objects may include encryption keys and certificates used to secure the resources. In an embodiment, the data encryption service may be included or implemented in a cloud computing environment and may provide a centralized framework for effectively managing the data encryption requirements of various applications hosted or provided by different customer systems. The disclosed data encryption service may provide monitoring and alert services related to encryption objects managed by the data encryption service and transmit the alerts related to the encryption objects via various communication channels.",10395042
10397375,2019-08-27,58,B2,Multi-tenant cloud-based queuing systems,"Techniques are disclosed for multi-tenant cloud-based queuing. Certain techniques are disclosed herein that provide for interactions and observability between tenant queues within a multi-tenant cloud-based queuing database. In some embodiments, the queues may be utilized by both users and merchants for both online and point-of-service interactions. Multiple queues for multiple tenants are hosted by a cloud computing system. Each queue may include one more queue entries, each of which includes a ticket value, and may further include a ticket alias. The ticket values and/or ticket aliases may be decoupled from a queue position for the entry. In some embodiments, the queue entries may be swapped within a queue or between queues, and the system may enable searching in or automated actions between queues and/or tenants based in part upon queue conditions.",10397375
10417435,2019-09-17,31,B2,Replacing a token with a mask value for display at an interface,"Techniques for replacing a token with a mask value are disclosed. In an embodiment, a masking engine is implemented by a cloud application. The cloud application receives, from a client device, a request for a data value associated with a data field. The masking engine determines that a set of data stored in association with the data field corresponds to a token format. The cloud application transmits a mask value, rather than the set of data, towards the client device. In an embodiment, a masking engine is implemented by a client device and/or a data residency proxy. The masking engine receives a set of data for display at an interface of the client device. The masking engine determines that the set of data corresponds to a token format. The masking engine causes a mask value, rather than the set of data, to be displayed at the interface.",10417435
10419301,2019-09-17,15,B2,System and method for multitenant service management engine in a cloud platform environment,"In accordance with an embodiment, described herein is a system and method for providing multitenancy support in a platform as a service or cloud computing environment. A platform component enables a service runtime to be shared by multiple tenants, by providing each tenant with a dedicated share or slice of a runtime instance. Each share/slice can be isolated from other shares/slices with respect to factors such as, for example, configuration, or quality of service. In accordance with an embodiment, during provisioning of a particular service runtime, a runtime definition associated with the service runtime can be utilized, for example by a service management engine, to configure the platform component to install one or more services within the service runtime. A particular service and its service runtimes can also be provisioned, within one or more runtime pools, according to a service runtime definition and placement configuration.",10419301
10419514,2019-09-17,238,B2,Discovery of federated logins,"A system includes download location information in an unprotected Uniform Resource Locator (“URL”), where the download location information identifies a download location for downloading an application provided by a cloud system. The system further includes login server information in the unprotected URL, where the login server information identifies a login server that is configured to be logged in before downloading the application from the download location. Based on the unprotected URL, the application is configured to be downloaded on a mobile device from the download location and after logging into the login server. The application may be developed by accessing a web-based application development server in the cloud system, and after the application is developed, the web-based application development server generates the unprotected URL.",10419514
10419524,2019-09-17,23,B2,System and method for workflow orchestration for use with a cloud computing environment,"A system and method for workflow orchestration for use with a cloud computing environment. Cloud environments, such as Oracle Public Cloud (OPC), provide a suite of applications, middleware, and database offerings that can be delivered to tenants in a self-service, elastically scalable, and secure manner. In accordance with an embodiment, the cloud environment can include a Platform as a Service (PaaS) environment, which provides a variety of services such as virtual assembly creation. A workflow orchestrator can be used to orchestrate operations between the cloud environment and the PaaS environment, e.g., by receiving a request from a tenant automation system, and coordinating the provisioning and deployment of virtual assemblies or applications. A customer can interact with the PaaS environment, e.g., to request a service, deploy to the service, or monitor the service.",10419524
10425386,2019-09-24,336,B2,Policy enforcement point for a multi-tenant identity and data security management cloud service,"A system provides cloud-based identity and access management. The system receives a request by a web gate for an identity management service for reaching an application, and determines a tenancy from a header value of the request. The system looks up a policy configured to be applied for the tenancy, and applies the policy to the request. The system then sends the request to a microservice based on a result of the applying of the policy to the request, where the microservice performs the identity management service for reaching the application.",10425386
10432631,2019-10-01,5,B2,System and method for providing a universal security handler for a cloud-based integration platform,"In accordance with an embodiment, described herein is a system and method for providing a universal security handler for use with a cloud-based integration platform. A universal security configuration interface can be provided to capture custom values, syntaxes, and/or grammars for a common set of security properties for different implementations of a particular authorization flow. The captured information can be used by a plurality of software components to create a custom security provider, which includes information needed for obtaining an access token from a specified cloud service provider. The security provider, which also includes methods for performing each step of the authorization flow, can be provided to a security processor configured to handle exchanges between the universal security configuration interface and the specified cloud service provider. The system enables the cloud-based integration platform to integrate with a plurality of third-party cloud services without writing additional code.",10432631
10445395,2019-10-15,339,B2,Cookie based state propagation for a multi-tenant identity cloud service,"A system that provides cloud based identity management, at a first microservice, saves a current state on a cookie that is stored on a browser, where the current state is saved in a format specific to the first microservice. The system performs an operation on the first microservice that generates a first portion of information and a second portion of information. The system stores the first portion of information related to the operation on the cookie, the first portion including the current state. The system provides a second portion of information related to the operation to a second microservice as a query parameter on a redirect Uniform Resource Locator (“URL”), where the second portion is removed from the cookie.",10445395
10452373,2019-10-22,14,B2,System and method for service import/export in a cloud platform environment,"In accordance with an embodiment, described herein is a system and method for exporting and importing a PaaS service and associated configurations across service domains are provided. The system comprises a cloud platform component provided as an installable software suite within a cloud environment; a test to production (T2P) framework module that includes a PaaS plugin and a plurality of T2P plugins and tools; and a user interface where the plugins and tools can be invoked to export domain configurations from a source service domain, and import the domain configurations to a target domain. In accordance with an embodiment, the system further includes a service provider interface (SPI) that can be implemented by an SME of each service housed in a service domain, to provide service backup and restore functionalities for exporting and importing that service.",10452373
10452374,2019-10-22,13,B2,System and method for providing a clone service for use with a cloud platform environment,"In accordance with an embodiment, described herein is a system and method for providing a clone a service in a cloud platform environment. The system can clone a source service within a service domain or across service domains, by creating a new service from a same service definition package used for creating the source service, extracting post-provision changes from the source service, e.g., user applications and post-provision configurations, and applying the changes to the new service.",10452374
10454788,2019-10-22,15,B2,System and method for supporting multitenancy in a cloud platform environment,"In accordance with an embodiment, described herein is a system and method for providing multitenancy support in a platform as a service or cloud computing environment. A platform component enables a service runtime to be shared by multiple tenants, by providing each tenant with a dedicated share or slice of a runtime instance. Each share/slice can be isolated from other shares/slices with respect to factors such as, for example, configuration, or quality of service. In accordance with an embodiment, during provisioning of a particular service runtime, a runtime definition associated with the service runtime can be utilized, for example by a service management engine, to configure the platform component to install one or more services within the service runtime. A particular service and its service runtimes can also be provisioned, within one or more runtime pools, according to a service runtime definition and placement configuration.",10454788
10462142,2019-10-29,23,B2,Techniques for implementing a data storage device as a security device for managing access to resources,"Techniques are disclosed for implementation of a data storage device as a security device for managing access to resources. These techniques can be implemented for multi-factor authentication (MFA) to provide multiple layers of security for managing access to resources in an enterprise and/or a cloud computing environments. As a security device, a storage device can be used a portable device to provide a point of trust for multi-factor authentication across any client application or device operated to access resources. A storage device may be configured with security data for authentication with an access management system. After configuration, a portable storage device may be used for authentication of a user without credential information at any client device based on accessibility of the device to the portable storage device. A storage device configured as a security device can ensure that legitimate users have an easy way to authenticate and access the resources.",10462142
10462210,2019-10-29,52,B2,"Techniques for automated installation, packing, and configuration of cloud storage services","In some embodiments, a method of automatically configuring nodes in a storage service can include receiving, from an administrative computer, a configuration script at an installation framework executing in a cloud-based storage service. The configuration script can define a plurality of nodes to be deployed in the cloud-based storage service. The method can further include parsing the configuration script to identify configuration data for the plurality of nodes, and automatically installing each node in the plurality of nodes based on the configuration data, and, in response to a deployment instruction, deploying the plurality of nodes in the cloud-based storage service.",10462210
10467070,2019-11-05,3,B2,Processing cloud services and intelligence cloud services integration,"Various embodiments provide for integrating process cloud services (PCS) with intelligence cloud service (ICS). PCS analytics data is obtained using one or more PCS analytics data export application programming interfaces (APIs). A semantic model is provided to a predefined ICS system. The PCS analytics data is transferred to an ICS integration service. The PCS analytics data is converted into a format for a target intelligence system. The converted PCS analytics data is transferred to a service for later distribution as star schema data, for use by Representational State Transfer (REST) Application Programming Interfaces (APIs). The PCS analytics data is transferred from the ICS integration service to the predefined ICS system, for use by the ICS integration service to integrate PCS with the ICS system.",10467070
10476760,2019-11-12,15,B2,System and method for placement logic in a cloud platform environment,"In accordance with an embodiment, described herein is a system and method for providing multitenancy support in a platform as a service or cloud computing environment. A platform component enables a service runtime to be shared by multiple tenants, by providing each tenant with a dedicated share or slice of a runtime instance. Each share/slice can be isolated from other shares/slices with respect to factors such as, for example, configuration, or quality of service. In accordance with an embodiment, during provisioning of a particular service runtime, a runtime definition associated with the service runtime can be utilized, for example by a service management engine, to configure the platform component to install one or more services within the service runtime. A particular service and its service runtimes can also be provisioned, within one or more runtime pools, according to a service runtime definition and placement configuration.",10476760
10484243,2019-11-19,360,B2,Application management for a multi-tenant identity cloud service,"Embodiments provide application management functionality in a multi-tenant identity cloud service. Embodiments define a plurality of facets for the application, each facet describing a behavior of the application. Embodiments define an application template for the application that includes metadata to generate default values for the application. Embodiments generate a user interface (“UI”) that includes functionality to configure all of the defined facets.",10484243
10489599,2019-11-26,79,B2,Data encryption service and customized encryption management,"A centralized framework for managing the data encryption of resources is disclosed. A data encryption service is disclosed that provides various services related to the management of the data encryption of resources. The services may include managing application policies, cryptographic policies, and encryption objects related to applications. The encryption objects may include encryption keys and certificates used to secure the resources. In an embodiment, the data encryption service may be included or implemented in a cloud computing environment and may provide a centralized framework for effectively managing the data encryption requirements of various applications hosted or provided by different customer systems. The disclosed data encryption service may provide monitoring and alert services related to encryption objects managed by the data encryption service and transmit the alerts related to the encryption objects via various communication channels.",10489599
10491597,2019-11-26,67,B2,Enforcing data security in a cleanroom data processing environment,"Techniques for enforcing data security in a cleanroom data processing environment are described herein. In one or more embodiments, a virtual private cloud environment stores a first set of data provided by a first user account and a second set of data provided by a second user account, where the first user account is associated with a first set of one or more security credentials and the second user account is associated with a second set of security credentials and where the first user account is prevented from accessing at least the second set of data and the second user account is prevented from accessing at least the first set of data. In response to receiving, from the first user account or the second user account, a request to destroy the virtual private cloud environment, at least the first set of data and the second set of data are deleted.",10491597
10491689,2019-11-26,24,B2,Centralized monitoring of cloud operations,"In one or more embodiments, a system comprises logic for aggregating and analyzing cloud targets based on a variety of attributes. Responsive at least to receiving a selection of one or more attributes, the system: (a) aggregates, from a plurality of cloud targets, a set of cloud targets that includes a first cloud target supporting at least a first cloud service for a first tenant and a second cloud target supporting at least a second cloud service for a second tenant; (b) presents, through a display interface, the set of cloud targets that includes the first cloud target and the second cloud target; and (c) receiving, through the display interface, a second selection of an action to perform on at least one cloud target in the set of cloud targets. Responsive at least to the second selection, the system performs the action on at least one cloud target.",10491689
10503493,2019-12-10,23,B2,Distributed versioning of applications using cloud-based systems,"The present disclosure relates to exporting local applications to cloud systems and provisioning the exported application on the cloud systems. Additionally, templates can be generated for the provisioned application, and each template can be individually customized and deployed to a destination as an application environment with a defined topology. Rapidly and dynamically generating deployable templates of provisioned applications enables cloud-based distributed versioning of the applications.",10503493
10503771,2019-12-10,52,B2,Efficient incremental backup and restoration of file system hierarchies with cloud object storage,"Techniques described herein relate to systems and methods of data storage, and more particularly to providing layering of file system functionality on an object interface. In certain embodiments, file system functionality may be layered on cloud object interfaces to provide cloud-based storage while allowing for functionality expected from a legacy applications. For instance, POSIX interfaces and semantics may be layered on cloud-based storage, while providing access to data in a manner consistent with file-based access with data organization in name hierarchies. Various embodiments also may provide for memory mapping of data so that memory map changes are reflected in persistent storage while ensuring consistency between memory map changes and writes. For example, by transforming a ZFS file system disk-based storage into ZFS cloud-based storage, the ZFS file system gains the elastic nature of cloud storage.",10503771
10505826,2019-12-10,14,B2,Statistical pattern correlation of events in cloud deployments using codebook approach,"Correlations between patterns of events generated by various separate components within a cloud deployment are statistically determined. The determinations of the correlations can be based on dependencies between the components as indicated by a system topology graph including the components. The patterns correlated can be patterns of events from event streams generated by monitoring systems that monitor the components. The events in the event streams can represent changes over time in component state, behavior, or problem occurrence. Because the quantity of components within such a cloud deployment can be enormous, the quantity of events generated by the monitoring systems over a significant period of time can be voluminous.",10505826
10506025,2019-12-10,4,B2,Modifying document metadata with integrated cloud services,"An example system and method for facilitating integrating functionality of different cloud computing environments. A particular example embodiment includes mechanisms for integrating a document cloud service with a process cloud service, such that components, e.g., documents, of software processes developed and/or implemented via the process cloud service can leverage the document cloud service and be maintained thereby. End users and/or software developers may now define folder structures governed by a document cloud service, where the folder structures and accompanying folders and documents may be automatically generated, maintained, and accessed via the process cloud service.",10506025
10511589,2019-12-17,357,B2,Single logout functionality for a multi-tenant identity and data security management cloud service,"A cloud-based identity and access management system that implements single sign-on (“SSO”) receives a first request for an identity management service configured to allow for accessing applications. Embodiments send the first request to a first microservice, where the first microservice performs the identity management service by generating a token. The first microservice generates the token at least in part by sending a second request to a SSO. The SSO microservice implements an SSO and generates a cookie that includes a global state and is used for communicating with different microservices. Embodiments receive a single log-out (SLO) of the SSO and use the cookie to iteratively log-out of the applications, where, after each log-out of an application of a first protocol, a redirect is performed to the SSO microservice to trigger log-out of applications of a different protocol.",10511589
10514910,2019-12-24,4,B2,Automatically mapping data while designing process flows,"An example method facilitates associating data objects with elements of a process to be implemented via a process-based software application. The example method includes determining that a developer has added a particular software element to a software application being developed by the developer; accessing metadata describing the software element; and using the metadata to automatically associate the software element to one or more data objects to be used by the software element during running of the software application. A process cloud may facilitate implementing the method by automatically performing data mapping for software elements, such as approval tasks, forms, and so on, by determining appropriate task outcome data objects with reference to data characterizing a software flow of the software application, and by similarly automatically selecting and/or creating data objects for forms, which may be associated with or used by a task.",10514910
10516672,2019-12-24,348,B2,Service discovery for a multi-tenant identity and data security management cloud service,"A system provides cloud-based identity and access management. The system receives a request for an identity management service, authenticates the request, and forwards the request to a microservice configured to perform the identity management service, where the microservice is implemented by a microservice virtual machine provisioned by a provisioning framework, and the forwarding is according to routing information configured based on metadata information stored in a registry by the provisioning framework. The system then performs the identity management service by the microservice.",10516672
10523493,2019-12-31,7,B2,Cross-cloud operation management,"Operations include executing operations across different third-party computing clouds provided by different vendors. A cloud discovery process allows for a virtual machine, executing on a computing cloud, to discover resources on a different computing cloud provided by a different vendor. The cloud discovery process is implemented by one or more cloud agents executing within third-party clouds. A cloud agent, corresponding to a third-party computing cloud, may use a cross-cloud repository that is maintained by a tenant to discover resources in other third-party computing clouds provided by different vendors. An Application Programming Interface (API) for accessing a particular third-party computing cloud may be exposed to a cloud agent of another third-party computing cloud provided by a different vendor. The cloud agent may trigger operations on the particular third-party computing cloud based on events detected by the cloud agent in the third-party computing cloud corresponding to the cloud agent.",10523493
10528551,2020-01-07,19,B2,System and method for providing a representational state transfer proxy service for a blockchain cloud service,"Systems and methods for implementing a distributed ledger as a blockchain cloud service are provided. The blockchain cloud service can include nodes of the distributed ledger and a REST proxy service component. The REST proxy service uses a service development kit for the distributed ledger to communicate with the distributed ledger, and can provide REST APIs for use by client applications to query through chaincodes, synchronously or asynchronously invoke transactions through the chaincodes, get transaction statuses, and get BCS proxy versions. The REST proxy service component can authenticate REST calls, and translate the REST calls into remote procedural calls, for use in interfacing with the distributed ledger. The REST proxy service component can further provide REST APIs that support the same functions which are provided by the BCS management console component, and provide a user interface for client applications to consume the BCS instance.",10528551
10530578,2020-01-07,393,B2,Key store service,"A key store microservice is provided for a cloud based identity management system. The key store microservice receives, over a network, a request from a client application to retrieve a key, the request including a tenancy identifier, and determines whether the key is present in a tenant specific memory cache associated with the tenancy identifier. When the key is determined to be present in the tenant specific memory cache, the key store microservice retrieves the key from the tenant specific memory cache, retrieves a decryption key from a key wallet, decrypts the key retrieved from the tenant specific memory cache using the decryption key retrieved from the key wallet, and sends, over the network, the key to the client.",10530578
10530599,2020-01-07,58,B2,"Methods, systems and computer readable media for providing service capability exposure function (SCEF) as a cloud service","A system for providing a cloud-based service capability exposure function (SCEF) includes a cloud computing platform having at least one processor. A cellular device connectivity (CDC) service module implemented by the processor for provides SCEF services, including determining whether to invoke Internet of things (IoT) service handling based on content of received messages and forwarding messages requiring IoT service to a service capability server (SCS) or an application server (AS) for receiving the IoT service handling. At least one cloud access interface allows IoT devices and network equipment external to the CDC service module to access the first CDC service module. The cloud computing platform, the CDC service module, and the cloud access interface are hosted by a cloud service provider separate from a mobile network operator hosting the network equipment external to the CDC service module that access the CDC service module via the cloud access interface.",10530599
10536545,2020-01-14,33,B2,Cloud database connection multiplexing,"Techniques are described herein for routing requests for database cloud services. In an embodiment, a different Uniform Resource Identifier (URI) is assigned to each respective database schema of a plurality of database schemas in one or more databases. For each respective database schema, mapping data is stored that maps at least a portion of the URI to the respective database schema. In response to receiving a first request that includes a URI and a set of one or more database commands, a target database schema in a target database is identified based on the mapping data and the URI. A connection is established for accessing the target database schema in the target database. The set of one or more database commands is sent over the connection to access the target database schema in the target database.",10536545
10540384,2020-01-21,59,B2,"Compression and secure, end-to-end encrypted, ZFS cloud storage","Techniques described herein relate to systems and methods of data storage, and more particularly to providing layering of file system functionality on an object interface. In certain embodiments, file system functionality may be layered on cloud object interfaces to provide cloud-based storage while allowing for functionality expected from a legacy applications. For instance, POSIX interfaces and semantics may be layered on cloud-based storage, while providing access to data in a manner consistent with file-based access with data organization in name hierarchies. Various embodiments also may provide for memory mapping of data so that memory map changes are reflected in persistent storage while ensuring consistency between memory map changes and writes. For example, by transforming a ZFS file system disk-based storage into ZFS cloud-based storage, the ZFS file system gains the elastic nature of cloud storage.",10540384
10542100,2020-01-21,24,B2,Systems and methodologies for defining and scheduling custom actions as cloud operations,"In one or more embodiments, a system defines a plurality of waves for performing a set of scheduled operations on a set of cloud targets within a particular time window, where the plurality of waves includes a first wave for performing scheduled operations on a first subset of cloud target and a second wave for performing scheduled operations on a second subset of cloud targets. During the first wave, a first subset of scheduled operations within the particular time window are performed on two or more target resources from the first subset of target resources. The system determines a rate of success for performing the first subset of scheduled operations on the two or more target resources from the first subset of target resources. If the rate of success does not satisfy the threshold, then the system delays or cancels operations from subsequent waves including the second subset of operations.",10542100
10545853,2020-01-28,10,B2,Stateless debugging of a script injected into a web application that is located in a mult-node cloud system,A debug session identifier representing a debug session for the web application is stored in local storage. The web application is located in multi-node cloud storage. The local storage resides on a developer computer system that executes outside of the multi-node cloud system. A stateless debugger node and a stateless target tester node are selected from at least one node pool in the multi-node cloud system. The stateless debugger node and the stateless target tester node are separate from each other. An internal connection is provided between the stateless debugger node and the stateless target tester node within the multi-node cloud system based on the debug session identifier during the debug session. The script that is injected into the web application is debugged while the web application executes on the stateless target tester node.,10545853
10552469,2020-02-04,56,B2,File system hierarchy mirroring across cloud data stores,"Techniques described herein relate to systems and methods of data storage, and more particularly to providing layering of file system functionality on an object interface. In certain embodiments, file system functionality may be layered on cloud object interfaces to provide cloud-based storage while allowing for functionality expected from a legacy applications. For instance, POSIX interfaces and semantics may be layered on cloud-based storage, while providing access to data in a manner consistent with file-based access with data organization in name hierarchies. Various embodiments also may provide for memory mapping of data so that memory map changes are reflected in persistent storage while ensuring consistency between memory map changes and writes. For example, by transforming a ZFS file system disk-based storage into ZFS cloud-based storage, the ZFS file system gains the elastic nature of cloud storage.",10552469
10554751,2020-02-04,48,B2,Initial resource provisioning in cloud systems,"A method of provisioning cloud-based applications includes receiving requests from computer systems to provision applications available in a cloud computing environment, assigning each of the computer systems to a first resource instance in the cloud computing environment such that the applications are executed for each of the plurality of computer systems on the first resource instance, monitoring usage of resources for each of the computer systems, grouping each of the computer systems into groups based on the usage of the resources, allocating a second resource instance, and reassigning computer systems in a first group from the first resource instance to the second resource instance.",10554751
10558699,2020-02-11,38,B2,Cloud migration of file system data hierarchies,"Techniques described herein relate to systems and methods of data storage, and more particularly to providing layering of file system functionality on an object interface. In certain embodiments, file system functionality may be layered on cloud object interfaces to provide cloud-based storage while allowing for functionality expected from a legacy applications. For instance, POSIX interfaces and semantics may be layered on cloud-based storage, while providing access to data in a manner consistent with file-based access with data organization in name hierarchies. Various embodiments also may provide for memory mapping of data so that memory map changes are reflected in persistent storage while ensuring consistency between memory map changes and writes. For example, by transforming a ZFS file system disk-based storage into ZFS cloud-based storage, the ZFS file system gains the elastic nature of cloud storage.",10558699
