patent_number,patent_date,patent_num_combined_citations,patent_kind,patent_abstract,patent_id
8381264,2013-02-19,84,B1,"In an environment such as a cloud computing environment where various guests can be provisioned on a host machine or other hardware device, it can be desirable to prevent those users from rebooting or otherwise restarting the machine or other resources using unauthorized information or images that can be obtained from across the network. A cloud manager can cause one or more network switches or other routing or communication processing components to deny communication access between user-accessible ports on a machine or device and the provisioning systems, or other specific network resources, such that the user cannot cause the host machine to pull information from those resources upon a restart or reboot of the machine. Further, various actions can be taken upon a reboot or attempted reboot, such as to isolate the host machine or even power off the specific machine.",8381264
8478800,2013-07-02,7,B1,"To facilitate log streaming in a computing cloud, application service providers may dynamically provision one or more named log streams. A file-oriented interface to log streams may be made available to a plurality of virtual computer system instances used to provide the application services. Application service providers may further dynamically provision one or more sets of log stream processing agents arranged in one or more log stream processing graphs. Particular log streams may be assigned to particular log stream processing graphs for real-time processing. Processed log streams and/or associated data may be stored for later inspection. Such provisioning and/or configuration may be performed with a unified Web-based interface.",8478800
8495197,2013-07-23,7,B1,"Various electronic resources, such as multi-tenant or cloud resources, can be pooled together for access by specified members associated with a given pool. For example, users with access to different resources can enable their resources to be pooled together for purposes such as reduced pricing and increased flexibility. In some instances, a user can pool resources configured for a particular purpose, such that the user can effectively lease out an entire environment. The users accessing the pool can pay for some or all portion of the cost of the resources during the period of usage.",8495197
8606948,2013-12-10,28,B2,"A logically centralized system or service, such as a cloud-based content management service, enables intelligent communication between disparate devices. Such communication enables content such as applications and data to be synchronized between various devices, where the synchronization takes into account the capabilities of each device to provide versions and/or formats of that content that are appropriate for each device. A user purchasing an additional device, for example, can have various applications and other content automatically installed or copied over to the additional device, but with versions or formats that take advantage of, and are appropriate for, the capabilities of that additional device. Further, the intelligent communication via a logically centralized service can enable such devices to interact even though those devices might utilize different protocols and/or formats, and might otherwise not be able to communicate or have ever have been tested together.",8606948
8640220,2014-01-28,85,B1,"Secure networking processes, such as packet encapsulation and decapsulation, can be executed upstream of a user or guest operating system provisioned on a host machine, where the user has substantially full access to that machine. The processing can be performed on a device such as a network interface card (NIC), which can have a separate network port for communicating with mapping systems or other devices across a cloud or secure network. A virtual image of the NIC can be provided to the user such that the user can still utilize at least some of the NIC functionality. In some embodiments, the NIC can work with a standalone processor or control host in order to offload much of the processing to the control host. The NIC can further handle headers and payload separately where possible, in order to improve the efficiency of processing the various packets.",8640220
8676622,2014-03-18,34,B1,"Methods and apparatus for a job resource planner for cloud computing environments are disclosed. A system includes a plurality of resource instances of a provider network, and a resource planner. The planner receives a plan request from a client, comprising a job goal and an indication of a resource acquisition policy to be used to obtain resource instances for the job. The policy specifies one or more instance data sources. The planner generates a resource acquisition plan for the job, based at least in part on an analysis of pricing data obtained from a specified data source. The analysis comprises one or more computation steps indicated in the policy. The generated plan includes at least one recommended acquisition price for a resource instance.",8676622
8694522,2014-04-08,13,B1,"Context data can be used to determine the current context and/or to predict the future context of a user. When the disclosed technology knows of the user's likely context, it can prepare for object recognition (e.g., image recognition, speech recognition, etc.) by (downloading and) locally storing (i.e., holding) object data related to the context. This allows for the object recognition to be performed locally and for any additional information about the object to be provided without communication over a network, thereby reducing resources such as time, cost, and processing power. If, however, the object data related to the context is not available locally, such object data can still be downloaded from a server/cloud. In some embodiments, if a likely future context is predicted and the object data related to that future context is not available locally, the object data can be downloaded from a server/cloud prior to the future context.",8694522
8707194,2014-04-22,11,B1,"Various embodiments of a system and method for decentralized performance monitoring of host systems are described. Embodiments may include one or more client systems, each of which may monitor the performance of one or more host systems. In some embodiments, at least some of the host systems may be members of a cloud computing environment. A given client system may collect metrics from multiple different host systems and aggregate such metrics on the client system. In various embodiments, metrics may be collected by the client system directly from the multiple different host systems without utilizing a centralized repository of metrics. In various embodiments, the given client's receipt of the metrics from the multiple different hosts systems may be an initial aggregation of those metrics together on the same computer system. The client system may generate a graphical representation of the metrics collected from multiple hosts systems.",8707194
8805971,2014-08-12,31,B1,"Methods and apparatus for client-specified schema extensions in cloud computing environments are disclosed. A system includes a plurality of service managers coordinating respective multitenant network-accessible services, and one or more computer servers. In response to a schema extension request specifying a client account, a client attribute set, and a client data source, the one or more computer servers generate a composite schema customized for the client account comprising (a) attributes of a plurality of resources implementing the functionality of at least one service to which the client account has access and (b) the client attribute set. In response to an account state view request specifying the client account, the one or more computer servers provide a state representation comprising (a) at least one value of a particular client attribute and (b) at least one attribute value of a resource.",8805971
8806576,2014-08-12,84,B1,"In an environment such as a cloud computing environment where various guests can be provisioned on a host machine or other hardware device, it can be desirable to prevent those users from rebooting or otherwise restarting the machine or other resources using unauthorized information or images that can be obtained from across the network. A cloud manager can cause one or more network switches or other routing or communication processing components to deny communication access between user-accessible ports on a machine or device and the provisioning systems, or other specific network resources, such that the user cannot cause the host machine to pull information from those resources upon a restart or reboot of the machine. Further, various actions can be taken upon a reboot or attempted reboot, such as to isolate the host machine or even power off the specific machine.",8806576
8813225,2014-08-19,36,B1,"Methods and apparatus for provider-arbitrated mandatory access control policies in cloud computing environments are disclosed. A system includes an access manager, and a plurality of resources configurable to provide a plurality of distributed, web-accessible services. Each service has a respective service manager. The access manager determines whether a mandatory access control policy document specified by a service manager of a particular service applies to an administration request, wherein the policy indicates that a permission setting for a resource being used to implement at least a portion of the particular service cannot be modified by a client with administrative rights on the resource. In response to determining that the policy document applies, and that an evaluation of the policy document indicates that an administrative operation specified in the administration request is prohibited by the policy, the access manager rejects the administration request.",8813225
8813245,2014-08-19,3,B1,"A transcoding service is described that is capable of transcoding or otherwise processing content, such as video, audio or multimedia content, by utilizing one or more pipelines. A pipeline can enable a user to submit transcoding jobs (or other processing jobs) into an available pipeline, where a transcoding service (or other such service) assigns one or more computing resources to process the jobs received to each pipeline. The transcoding service and the pipelines can be provided by at least one service provider (e.g., a cloud computing provider) or other such entity to a plurality of customers. A service provider can also provide the computing resources (e.g., servers, virtual machines, etc.) used to process the transcoding jobs from the pipelines.",8813245
8839035,2014-09-16,18,B1,"In some implementations, a testing service receives a test execution request for executing test operations on a test target. The testing service may map the test execution request to a particular type of supported test framework from among a plurality of types of supported test frameworks. The testing service may obtain a test package provided by a user that requested the testing, such as from a cloud storage location. The testing service determines a computing capacity for executing the testing and appropriates a plurality of workers in a cloud computing service. The testing service configures the plurality of workers for executing the test operations based on at least one of the test framework, the test execution request or the test package. The testing service provides test execution chunks from the test package to the plurality of workers for executing the testing on the test target.",8839035
8856077,2014-10-07,31,B1,"Methods and apparatus for an account cloning service for cloud computing environments are disclosed. A system includes a plurality of resources, a plurality of service managers coordinating respective distributed network-accessible services, and a metadata manager. The metadata manager receives an account cloning request specifying a source client account. The metadata manager identifies a representation of an administrative state of the source client account with respect to a plurality of services, including configuration settings of an original set of resources of the plurality of resources providing functionality of the set of services. The metadata manager stores a record of an association of a clone client account of the particular source client account with the representation of the administrative state.",8856077
8959611,2015-02-17,88,B1,"Secure networking processes, such as packet encapsulation and decapsulation, can be executed upstream of a user or guest operating system provisioned on a host machine, where the user has substantially full access to that machine. The processing can be performed on a device such as a network interface card (NIC), which can have a separate network port for communicating with mapping systems or other devices across a cloud or secure network. A virtual image of the NIC can be provided to the user such that the user can still utilize at least some of the NIC functionality. In some embodiments, the NIC can work with a standalone processor or control host in order to offload much of the processing to the control host. The NIC can further handle headers and payload separately where possible, in order to improve the efficiency of processing the various packets.",8959611
8984153,2015-03-17,46,B2,"A logically centralized system or service, such as a cloud-based content management service, enables intelligent communication between disparate devices. Such communication enables content such as applications and data to be synchronized between various devices, where the synchronization takes into account the capabilities of each device to provide versions and/or formats of that content that are appropriate for each device. A user purchasing an additional device, for example, can have various applications and other content automatically installed or copied over to the additional device, but with versions or formats that take advantage of, and are appropriate for, the capabilities of that additional device. Further, the intelligent communication via a logically centralized service can enable such devices to interact even though those devices might utilize different protocols and/or formats, and might otherwise not be able to communicate or have ever have been tested together.",8984153
9036943,2015-05-19,11,B1,"Approaches are described for managing the processing of image or video data captured by a portable computing device. The device provides a set of images to a remote server executing “in the cloud”. The set of images can include a reference image and at least one other image captured subsequent or prior to the reference. Upon receiving the set of images at the remote server operating, the remote server can process the images to determine a similarity between the reference image and each of the other images. Thereafter, each image having a similarity value above a similarity value threshold can be aligned with the reference image, and the pixel values for corresponding locations in each of the images can be combined to create a processed image. The processed images can be provided to the computing device from the remote server, where the user can decide to accept or discard the image.",9036943
9075788,2015-07-07,46,B1,"Methods and apparatus for an account state simulation service for cloud computing environments are disclosed. A system includes a plurality of service managers coordinating respective distributed network-accessible services, and a metadata manager. The metadata manager receives an account state change simulation request, indicating (a) an initial account state of a client account and (b) a collection of operations to be simulated. The metadata manager generates a response to the account change state simulation request, comprising at least one of (a) a representation of an expected end state of the client account reachable as a result of performing the collection of operations (b) an indication of an expected failure of a particular operation of the collection of operations or (c) an estimate of an expected billing amount associated with an implementation of the collection of operations.",9075788
9112841,2015-08-18,3,B1,"A backnet can be created within a dedicated private network of a customer that enables a distinct party to access and/or control a portion of the resources within the private network. In one example, a backnet includes a separate virtual interface for an appliance or other such resource that is not visible or accessible to the customer owning the customer cloud, but can be accessed by another appliance or component in the customer cloud, or an appliance vendor external to the customer cloud. While the customer can control the permission for the backnet, the vendor can control or implement the resources within the backnet in a way that is isolated from the customer. Usage of the backnet can be separately monitored and billed to the vendor, even though the resources are part of the dedicated customer cloud.",9112841
9116962,2015-08-25,17,B1,"Context data can be used to determine the current context and/or to predict the future context of a user. When the disclosed technology knows of the user's likely context, it can prepare for object recognition (e.g., image recognition, speech recognition, etc.) by (downloading and) locally storing (i.e., holding) object data related to the context. This allows for the object recognition to be performed locally and for any additional information about the object to be provided without communication over a network, thereby reducing resources such as time, cost, and processing power. If, however, the object data related to the context is not available locally, such object data can still be downloaded from a server/cloud. In some embodiments, if a likely future context is predicted and the object data related to that future context is not available locally, the object data can be downloaded from a server/cloud prior to the future context.",9116962
9129223,2015-09-08,19,B1,The location of a sound within a given spatial volume may be used in applications such as augmented reality environments. An artificial neural network processes time-difference-of-arrival data (TDOA) from a known microphone array to determine a spatial location of the sound. The neural network may be located locally or available as a cloud service. The artificial neural network is trained with perturbed and non-perturbed TDOA data.,9129223
9134980,2015-09-15,17,B1,"A set of techniques is described for enabling profile-driven compiler optimization based on cloud-specific information. A service provider may host applications on behalf of multiple users by providing a set of shared resources in a multi-tenant computing environment, where the resources are shared by the various applications hosted thereon. The service provider can collect runtime conditions, resource contention data and other environment-specific information of the shared resources. This gathered information can be provided a profile-driven compiler. The profile-driven compiler can use the information to recompile the source code of the application to produce an optimized version the application that is specifically tuned to run on the shared resources. The running version of the application can then be replaced by the optimized version.",9134980
9154589,2015-10-06,66,B1,"Methods and apparatus for a bandwidth-optimized cloud resource placement service are disclosed. A system includes a plurality of resources of a provider network and a resource manager. The resource manager receives a placement request comprising resource pair specifications, where each specification indicates respective capabilities of a desired first and second resource, and a network traffic rate to be supported between the first and second resources. The resource manager identifies resources that match the desired capabilities and can be linked by network paths supporting the desired traffic rates. The resource manager provides an acquisition plan for the identified resources to the client. If the client requests an implementation of the plan, the resource manager acquires the resources on behalf of the client.",9154589
9178766,2015-11-03,54,B2,"A resource provisioning service allows users to provision multiple, different network resources in an atomic manner and with a single call to a resource provisioning service. In some instances, the multiple, different network resources comprise individual types of resources that form a portion of one or more cloud-computing platforms. For instance, one or more entities may host and operate a cloud-computing platform that includes different types of network resources, such a storage service, a load balancing service, a compute service, a security service, or any other similar or different type of network-accessible service.",9178766
9183049,2015-11-10,31,B1,"A transcoding service is described that is capable of transcoding or otherwise processing content, such as video, audio or multimedia content, by utilizing one or more pipelines. A pipeline can enable a user to submit transcoding jobs (or other processing jobs) into an available pipeline, where a transcoding service (or other such service) assigns one or more computing resources to process the jobs received to each pipeline. The transcoding service and the pipelines can be provided by at least one service provider (e.g., a cloud computing provider) or other such entity to a plurality of customers. A service provider can also provide the computing resources (e.g., servers, virtual machines, etc.) used to process the transcoding jobs from the pipelines.",9183049
9202105,2015-12-01,7,B1,"A user can be authenticated to any of a number of computing devices using an authentication process that recognizes the user and verifies that an actual human being is attempting to be authenticated, in order to minimize the ability of another person to spoof the authentication process. A model of a user can be generated and stored in the cloud, enabling that model to be synchronized across various devices. A user accessing one of these devices can have image information captured, which can be used with a facial recognition process, to recognize the user, and with a human verification process, to verify that the facial information corresponds to a human user. Various approaches such as visual analysis, three-dimensional imaging, and thermal imaging can be used to verify that the human user being recognized is interactive with the device.",9202105
9210178,2015-12-08,44,B1,"Methods and apparatus for a mixed-mode authorization metadata manager for cloud computing environments are disclosed. A system includes a plurality of service managers coordinating respective distributed multitenant services, and a metadata manager. In response to a metadata request for an authorization entity, the metadata manager identifies a first and a second service manager coordinating services in use by a client account with which the authorization entity is affiliated. The first and second service managers implement respective authorization APIs. The metadata manager provides composite authorization metadata of the authorization entity based at least in part on (a) service authorization metadata provided by each of the first and second service managers and (b) identity authorization metadata provided by an identity manager.",9210178
9223621,2015-12-29,26,B1,"A transcoding service is described that is capable of transcoding or otherwise processing content, such as video, audio or multimedia content, by utilizing one or more pipelines. A pipeline can enable a user to submit transcoding jobs (or other processing jobs) into an available pipeline, where a transcoding service (or other such service) assigns one or more computing resources to process the jobs received to each pipeline. The transcoding service and the pipelines can be provided by at least one service provider (e.g., a cloud computing provider) or other such entity to a plurality of customers. A service provider can also provide the computing resources (e.g., servers, virtual machines, etc.) used to process the transcoding jobs from the pipelines.",9223621
9240025,2016-01-19,75,B1,"Methods and apparatus for dynamic pricing of cloud resources for stateful applications are disclosed. A system includes a resource manager and a plurality of execution platforms. The resource manager stores client-provided application packages in a repository, where each package includes an executable object and has an associated pricing constraint. The resource manager selects a particular execution platform on which to schedule execution of the executable object of a particular application package, based at least in part on a current pricing of execution units of the particular execution platform and the pricing constraint of the application package. In response to a price-based interruption event, a representation of a state of the application is saved, and the execution of the application on the particular execution platform is stopped.",9240025
9275248,2016-03-01,4,B1,"Approaches are described for updating code and/or instructions in one or more computing devices. In particular, various embodiments provide approaches for updating the microcode of one or more processors of a computing device without requiring a restart of the computing device and without disrupting the various components (e.g., applications, virtual machines, etc.) executing on the computing device. The microcode updates can be performed on host computing devices deployed in a resource center of a service provider (e.g., cloud computing service provider), where each host computing device may be executing a hypervisor hosting multiple guest virtual machines (or other guest applications) for the customers of the service provider.",9275248
9282403,2016-03-08,12,B1,"A computing system for selecting and providing content items to a device. The device is configured to output a first content item to a user and to detect events related to the output of the first content item and, in response, to provide a notification to a cloud service related to the event. The device is further configured to receive at least a second content item from the cloud services and to buffer the second content item while outputting the first content item.",9282403
9294236,2016-03-22,70,B1,"Methods and apparatus for an automated cloud resource trading system are disclosed. A system includes a plurality of resource instances, a resource manager, and a pricing optimizer. The resource manager receives an indication that a client has opted in for automated implementation of recommendations from the pricing optimizer. In response to the opt-in indication, and a recommendation generated by the pricing optimizer based at least in part on an analysis of the client's resource usage and the pricing of instances reserved for the client, the resource manager includes a particular resource instance currently reserved for the client in a listing of instances available for reservation by other clients.",9294236
9306870,2016-04-05,67,B1,"Methods and apparatus for emulating circuit switching in cloud networking environments are disclosed. A system includes a plurality of resources of a provider network and a resource manager. The resource manager receives a circuit switching emulation request specifying (a) a first resource group and a second resource group, and (b) a desired network traffic rate to be supported between the first and second resource groups. In response to a determination to accept the circuit switching emulation request, the resource manager initiates configuration operations associated with a network path between the first and second resource groups to allow network traffic between the first and second resource groups at a rate up to the desired network traffic rate.",9306870
9306949,2016-04-05,15,B1,"Systems, methods and computer-readable media are described for connecting private networks that may otherwise be isolated. More particularly, the private networks may include private clouds that may be operated on a plurality of datacenters. A determination may be made as to whether network connections between the private clouds may be established and as to what compute resources of the private clouds may be exposed to the network connections. This determination may be used to generate virtual network paths that may be configured to route traffic between the private clouds.",9306949
9317271,2016-04-19,10,B2,"A software distribution architecture includes cloud-based services and user devices that access those services. When a user purchases a new device, the cloud-based services identifies the user, associates the new device with the user, and determines whether the user has existing devices presently registered with the service. If an existing device is found, the cloud-based service automatically distributes software to the existing device for use in configuring the new device after that new device is physically delivered to the user. When the user powers on the new device for a first time, the new device is automatically configured using the software on the existing devices so that the new device is ready for immediate operation after being powered on. Further, the existing device may be used, through execution of the software, to initiate operations being performed by the new device.",9317271
9349217,2016-05-24,14,B1,"An architecture is provided to integrate multiple augmented reality environments to expand user experiences that might otherwise be limited in a single augmented reality environment. The architecture includes multiple augmented reality functional nodes located in separate locations to generate augmented reality environments within respective locations. The nodes are communicatively coupled together through a peer network, via cloud services, or other arrangements. The community of environments allows data, such as captured images, to be ported from one location to another, thereby allowing users to share in common experiences. Examples of such experiences might include team software coding, playing software games, virtually extending line-of-sight beyond physical boundaries, and controlling remote locations by virtually placing oneself in those locations.",9349217
9418658,2016-08-16,14,B1,"A voice interaction architecture has a hands-free, electronic voice controlled assistant that permits users to verbally request information from cloud services. Since the assistant relies primarily, if not exclusively, on voice interactions, configuring the assistant for the first time may pose a challenge, particularly to a novice user who is unfamiliar with network settings (such as wife access keys). The architecture supports several approaches to configuring the voice controlled assistant that may be accomplished without much or any user input, thereby promoting a positive out-of-box experience for the user. More particularly, these approaches involve use of audible or optical signals to configure the voice controlled assistant.",9418658
9420068,2016-08-16,10,B1,"To facilitate log streaming in a computing cloud, application service providers may dynamically provision one or more named log streams. A file-oriented interface to log streams may be made available to a plurality of virtual computer system instances used to provide the application services. Application service providers may further dynamically provision one or more sets of log stream processing agents arranged in one or more log stream processing graphs. Particular log streams may be assigned to particular log stream processing graphs for real-time processing. Processed log streams and/or associated data may be stored for later inspection. Such provisioning and/or configuration may be performed with a unified Web-based interface.",9420068
9426019,2016-08-23,10,B1,"Various electronic resources, such as multi-tenant or cloud resources, can be pooled together for access by specified members associated with a given pool. For example, users with access to different resources can enable their resources to be pooled together for purposes such as reduced pricing and increased flexibility. In some instances, a user can pool resources configured for a particular purpose, such that the user can effectively lease out an entire environment. The users accessing the pool can pay for some or all portion of the cost of the resources during the period of usage.",9426019
9438495,2016-09-06,7,B2,"A system and method are disclosed for monitoring usage of resources (e.g., hosts, instances, applications, etc.) in a datacenter. Customers, developers and system administrators can collect and track metrics, gain insight, and react to keep applications and businesses running smoothly by providing system-wide visibility into resource utilization, application performance, and operational health. Users can programmatically retrieve monitoring data and view heat maps to assist in troubleshooting, spotting trends, and taking automated action based on the state of a cloud environment. Users can further monitor resources in real-time, so that metrics such as CPU utilization, latency, memory usage, transaction volumes, error rates, etc. can be visualized.",9438495
9451393,2016-09-20,100,B1,"Methods and apparatus for automated multi-party cloud connectivity provisioning are disclosed. A system includes resources of a provider network, and a connectivity coordinator. The coordinator collects network service offering metadata of a plurality of connectivity providers using a first set of programmatic interfaces. In response to a connectivity query specifying connectivity parameters, the coordinator identifies, using at least a portion of the metadata, a collection of one or more connectivity providers of the plurality of connectivity providers capable of providing connectivity between a client network and a provider network endpoint in accordance with the connectivity parameters. In response to a connectivity establishment request, the coordinator initiates, using another programmatic interface, an activation of a network connection between the client network and a selected provider network endpoint.",9451393
9454469,2016-09-27,25,B2,"In some implementations, a testing service receives a test execution request for executing test operations on a test target. The testing service may map the test execution request to a particular type of supported test framework from among a plurality of types of supported test frameworks. The testing service may obtain a test package provided by a user that requested the testing, such as from a cloud storage location. The testing service determines a computing capacity for executing the testing and appropriates a plurality of workers in a cloud computing service. The testing service configures the plurality of workers for executing the test operations based on at least one of the test framework, the test execution request or the test package. The testing service provides test execution chunks from the test package to the plurality of workers for executing the testing on the test target.",9454469
9473355,2016-10-18,27,B2,Disclosed are various embodiments for an application inventory application. Computing resource usage data and configuration data is obtained for machine instances executed in a cloud computing architecture. The usage data and configuration data are used as factors to identify applications executed in the machine instance. Reports embodying the application identifications are generated.,9473355
9516081,2016-12-06,18,B2,"An architecture for selecting and providing content items to a device includes cloud-based resources of a device management service and one or more content sources. The device is configured to receive instructions and a portion of the content item from the device management service. The instructions direct the device to obtain and buffer the content item from the content source, while simultaneously outputting the portion of the content item to a user.",9516081
9537938,2017-01-03,4,B2,"It may be determined that a cloud desktop should be migrated from a current region. A destination region to which the cloud desktop will be migrated can be identified. A data volume of the cloud desktop may be copied from the current region to the destination region. The data volume at the current region and the data volume at the destination region may be maintained in sync during the copying. Upon completion of the copying, a current user session associated with the cloud desktop at the current region may be frozen, a current memory and processor state of the current user session may be copied to the destination region, and a second cloud desktop instance at the destination region may be started using the copied data volume and current memory and processor state. The current user session may be connected to the second cloud desktop instance.",9537938
9565260,2017-02-07,46,B2,"Methods and apparatus for an account state simulation service for cloud computing environments are disclosed. A system includes a plurality of service managers coordinating respective distributed network-accessible services, and a metadata manager. The metadata manager receives an account state change simulation request, indicating (a) an initial account state of a client account and (b) a collection of operations to be simulated. The metadata manager generates a response to the account change state simulation request, comprising at least one of (a) a representation of an expected end state of the client account reachable as a result of performing the collection of operations (b) an indication of an expected failure of a particular operation of the collection of operations or (c) an estimate of an expected billing amount associated with an implementation of the collection of operations.",9565260
9582600,2017-02-28,21,B1,"Techniques and solutions for providing a cloud browse service are described. For example, a client can request a web page. In response to the request, the client can receive a processed layer tree representing the web page. The processed layer tree can be created by a server environment (e.g., by creating an original DOM from obtained HTML and associated web page resources for the web page and creating the processed layers from the original DOM). The client can create a simplified DOM from the received processed layers and display the web page using the simplified DOM. Techniques and solutions for providing a browser as a service are described. For example, a web browser component can receive a processed layer tree representing a web page, create a simplified DOM, and display the web page.",9582600
9614737,2017-04-04,4,B1,"A backnet can be created within a dedicated private network of a customer that enables a distinct party to access and/or control a portion of the resources within the private network. In one example, a backnet includes a separate virtual interface for an appliance or other such resource that is not visible or accessible to the customer owning the customer cloud, but can be accessed by another appliance or component in the customer cloud, or an appliance vendor external to the customer cloud. While the customer can control the permission for the backnet, the vendor can control or implement the resources within the backnet in a way that is isolated from the customer. Usage of the backnet can be separately monitored and billed to the vendor, even though the resources are part of the dedicated customer cloud.",9614737
9641576,2017-05-02,14,B2,"A cloud-based video/audio conferencing system and method performs locale based aggregation of a full duplex media stream to organize multiple connections to a conference call that originate from the same physical location or a shared locale. The cloud-based video/audio conferencing system performs synchronization of the microphone and speaker audio signals of the same-locale connections. In this manner, a conference call may be held with multiple user devices making connections from the same physical location. User experience is enhanced by allowing each user in the same location to use his/her own individual devices to connect to the same conference call.",9641576
9645910,2017-05-09,17,B1,"Techniques for providing a cloud mobile device-debugging server may be provided. For example, a request to initiate a communication channel with a mobile device may be received. The communication channel may be initiated based on the request and status information associated with the mobile device. Further, input may be received for interacting with the mobile device where the input corresponds to a particular input protocol. A proxy for translating and executing the received input may be selected based on the particular input protocol. A result of executing the input on the mobile device may be provided for display.",9645910
9652129,2017-05-16,3,B1,"Techniques are described for optimizing the use of computing resources in connection with providing online services. A user interface (UI) executes in the cloud and is streamed as video to a client device. When the user navigates away from the UI, the connection between the client and the computing resource is terminated and the resource is placed back in the pool. The most recent state of the UI is retained so that when the user navigates back to the UI, a new resource is allocated and the UI begins executing at or near the point where the user last interacted with the UI.",9652129
9652364,2017-05-16,17,B1,"Techniques for providing a cloud mobile device debugging service may be provided. For example, input may be received that is formatted in a particular debugging protocol. The input may be intended for execution on a browser of a mobile device that is remotely hosted with respect to the source of the input. The input may be translated from the particular debugging protocol to a common debugging protocol and provided to the remotely hosted mobile device. A result of executing the translated input with the remotely hosted mobile device may be displayed via a user interface.",9652364
9658899,2017-05-23,18,B2,"A distributed lock manager (DLM) may be implemented in a distributed computing system that provides virtualized computing resources and/or virtual computing services to clients. Locks may be created and managed by the DLM in response to requests from clients to do so. The components of the DLM may communicate with each other over a network other than one over which client application components communicate with each other or access the shared resources protected by the locks. For example, DLM components may communicate over a control plane network of a cloud computing environment and application components may communicate over a data plane network of the cloud computing environment. The DLM may expose an API to clients, allowing them to make local calls to a DLM component on the same node to perform various lock management operations. The meanings of the lock values may be established by their use in client applications.",9658899
9692742,2017-06-27,2,B1,"A system enables end user devices to receive audio announcements from third party cloud-based resources. For example, the system may include a first party cloud-based resource providing tokens to the third party cloud-based resource in order to prevent the third party cloud-based resource from causing audio announcements to be output by user devices without authorization. In some cases, the tokens may be time based and prevent the third party cloud-based resource from causing audio announcements to be output by user devices after a predefined amount of time. In other examples, the tokens may be use based and prevent the third party cloud-based resource from causing the user device to output more than a predetermined number of audio announcements.",9692742
9703974,2017-07-11,50,B1,"A method and system are disclosed for coordinated file system security via rules. A file system condition rule can specify any of a wide variety of file system conditions related to security risks, such as sensitive information in impermissible locations, impermissible file permissions, stray files, and the like. The rules can be administered at a central location and distributed across machines. The machines can then execute the rules against their local file systems. The rules can further specify actions to be taken, including deleting files, sanitizing files, sending an alert, or the like. Violations can be tracked and analyzed to determine what is causing recurring scenarios. A web service can expose the technologies to cloud service consumers.",9703974
9712538,2017-07-18,212,B1,"Secure networking processes, such as packet encapsulation and decapsulation, can be executed upstream of a user or guest operating system provisioned on a host machine, where the user has substantially full access to that machine. The processing can be performed on a device such as a network interface card (NIC), which can have a separate network port for communicating with mapping systems or other devices across a cloud or secure network. A virtual image of the NIC can be provided to the user such that the user can still utilize at least some of the NIC functionality. In some embodiments, the NIC can work with a standalone processor or control host in order to offload much of the processing to the control host. The NIC can further handle headers and payload separately where possible, in order to improve the efficiency of processing the various packets.",9712538
9721282,2017-08-01,28,B2,"Validation data, such as an image selected by a merchant, is rendered on a mobile device of a customer to provide the merchant confirmation that payment for an item submitted through the mobile device of the customer was in fact received by the merchant. The merchant may establish an account on a network-accessible computing device (e.g., in the “cloud”) that includes the validation data. The customer authorizes payment to the merchant from the mobile device using the network connectivity of the mobile device. When the payment is received by the merchant, the network-accessible computing device sends the validation data to the customer's mobile device. The merchant may be confident that he or she has in fact received an electronic payment from the customer when the validation data is presented on the mobile device. Techniques to prevent reuse and copying of the validation data are also discussed.",9721282
9721386,2017-08-01,138,B1,"Augmented reality environments allow users in their physical environment to interact with virtual objects and information. Augmented reality applications are developed and configured to utilize local as well as cloud resources. Application management allows control over distribution of applications to select groups or all users. An application programming interface allows simplified control and distribution of tasks between local and cloud resources during development and post-development operation. This integration between local and cloud resources along with the control afforded by application management allows rapid development, testing, deployment, and updating of augmented reality applications.",9721386
9740791,2017-08-22,22,B1,"Techniques and solutions for providing a cloud browse service are described. For example, a client can request a web page. In response to the request, the client can receive a processed layer tree representing the web page. The processed layer tree can be created by a server environment (e.g., by creating an original DOM from obtained HTML and associated web page resources for the web page and creating the processed layers from the original DOM). The client can create a simplified DOM from the received processed layers and display the web page using the simplified DOM. Techniques and solutions for providing a browser as a service are described. For example, a web browser component can receive a processed layer tree representing a web page, create a simplified DOM, and display the web page.",9740791
9760928,2017-09-12,63,B1,"Methods and apparatus for a cloud resource marketplace for third-party capacity are disclosed. A system includes a plurality of resources of a primary network, and a resource manager. The resource manager implements a reservation interface allowing a client to select and reserve resources of the primary network. In response to a resell request from a third-party resource provider, requesting advertisement of the availability of a third-party resource via the reservation interface, the resource manager may determine whether to resell the third-party resource based on one or more acceptance criteria. In response to determining to resell the third-party resource, the resource manager may indicate, via the reservation interface, a pricing policy associated with the third-party resource, an interruptibility setting of the third-party resource, and a level of compatibility of the third-party resource with a control interface implemented to allow clients to perform operations on resources of the primary network.",9760928
9787774,2017-10-10,14,B2,"Systems and methods provide logic facilitating an interaction between a networked server and multiple, unrelated devices. In one implementation, a computer-implemented method enables a user of a device to interact with or control multiple, unrelated devices across a cloud computing environment using a networked server. The method includes receiving, at the networked server, an instruction from the control device. A corresponding instruction understandable by an unrelated controlled device is generated by the networked server, and the corresponding instruction is operable to cause the controlled device to perform the received instruction. The networked server may transmit the corresponding instruction to the controlled device.",9787774
